Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;480219136;9527296;397123584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36945988;485167104;9527296;397123584;26040045;0;0;0;0;0;0;0;0;0;0;129723;0;0;0;0;0;0;0;0;
3;3649594;485167104;9527296;397123584;960291;0;0;0;0;0;0;0;0;0;0;2004;0;0;0;0;0;0;0;0;
4;896411;486023168;9527296;397123584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;218039;486023168;9527296;397123584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2193303;494673920;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;243146;494673920;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;222067;494944256;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;228439;494944256;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;233558;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;222327;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;197660;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;190377;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;197210;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;204324;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;193262;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;187061;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;190718;495214592;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;198202;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;693441;495464448;9527296;430678016;475261;0;0;0;0;0;0;0;0;0;0;2555;0;0;0;0;0;0;0;0;
21;204253;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;195005;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;194334;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;195146;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;191128;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;206938;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;192250;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;196368;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;190888;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;187863;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;196619;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;202831;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;204524;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;512170;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;202089;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;296406;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;606117;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;198412;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;201087;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;207900;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;216817;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;207459;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;190978;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;194364;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;194875;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;195066;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;194175;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;195547;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;189766;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;188594;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;204223;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;192081;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;196559;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;195116;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;197961;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;203682;495464448;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;197120;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;194745;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;196238;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;197550;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;207309;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;210886;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;259296;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;200055;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;204363;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;214703;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;199134;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;194746;496025600;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;199734;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;213841;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;203932;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;199925;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;185308;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;209292;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;222117;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;203362;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;195887;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;200897;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;202991;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;191730;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;234269;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;207379;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;211537;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;219191;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;218269;496754688;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;212318;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;217478;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;1416637;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;887264;497549312;9527296;430678016;636884;0;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;0;0;0;0;
90;213140;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;194295;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;200997;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;204523;497549312;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;211055;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;251621;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;219882;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;197100;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;190757;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;244098;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;198272;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;191249;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;206006;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;227947;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;229721;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;226355;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;228989;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;226235;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
108;226395;498049024;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
109;233929;498380800;9527296;430678016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
