Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472047616;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;37796593;476901376;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;122810;0;0;0;0;0;0;
3;3780650;476901376;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;1633;0;0;0;0;0;0;
4;1714075;476901376;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;0;0;
5;2443713;486219776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;
6;729689;486760448;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;0;
7;551555;486760448;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1042;0;0;0;0;0;0;
8;524504;486760448;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
9;566081;486760448;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0;0;0;
10;667312;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;0;0;
11;509014;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;0;0;
12;546926;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
13;522610;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1062;0;0;0;0;0;0;
14;489348;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1062;0;0;0;0;0;0;
15;480551;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2094;0;0;0;0;0;0;
16;498956;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0;0;0;
17;663014;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1042;0;0;0;0;0;0;
18;481473;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
19;505438;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;0;0;
20;933822;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1263;0;0;0;0;0;0;
21;684053;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
22;1077591;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1693;0;0;0;0;0;0;
23;581581;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;0;0;
24;598753;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;0;
25;625804;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;0;0;
26;599474;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1442;0;0;0;0;0;0;
27;629871;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1392;0;0;0;0;0;0;
28;552807;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1483;0;0;0;0;0;0;
29;617348;487014400;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1323;0;0;0;0;0;0;
30;646853;487407616;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;0;0;
31;573525;487407616;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1493;0;0;0;0;0;0;
32;611897;487407616;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1302;0;0;0;0;0;0;
33;607559;487407616;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1403;0;0;0;0;0;0;
34;567644;487407616;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1373;0;0;0;0;0;0;
35;572203;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;0;0;
36;598964;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;0;0;
37;569277;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1513;0;0;0;0;0;0;
38;554199;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1373;0;0;0;0;0;0;
39;709420;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1343;0;0;0;0;0;0;
40;746260;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;0;0;
41;787607;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1452;0;0;0;0;0;0;
42;592210;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;0;0;
43;551685;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;0;0;
44;613059;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1392;0;0;0;0;0;0;
45;722134;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1463;0;0;0;0;0;0;
46;591389;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1423;0;0;0;0;0;0;
47;678142;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;0;0;
48;620424;488587264;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1352;0;0;0;0;0;0;
49;2163107;488587264;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;0;0;
50;1027487;488587264;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
51;742282;488857600;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1502;0;0;0;0;0;0;
52;766678;488857600;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1443;0;0;0;0;0;0;
53;663835;489852928;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1382;0;0;0;0;0;0;
54;4319471;489852928;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;0;0;
55;9972533;490606592;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1744;0;0;0;0;0;0;
56;913293;490606592;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;1713;0;0;0;0;0;0;
