Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
13835,2598884,3593818112,18849792,10911080448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13836,1223164,3593818112,18849792,10911080448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13837,3648502,3593818112,18849792,10911080448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13838,2484029,3593818112,18849792,10911080448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13839,3572530,3593818112,18849792,10911080448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13840,3852586,3593818112,18849792,10911080448,1359209,0,275707,0,0,0,0,0,0,0,0,5019,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13841,3823581,3602206720,18849792,10944634880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13842,3316480,3606900736,18849792,10961412096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13843,1150418,3606900736,18849792,10961412096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13844,3657590,3606900736,18849792,10961412096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13845,3936482,3607166976,18849792,10961412096,1318272,0,288120,0,0,0,0,0,0,0,0,4018,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13846,3845431,3613720576,18849792,10994966528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13847,3364229,3615817728,18849792,10994966528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13848,3601003,3615817728,18849792,10994966528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13849,4050397,3615817728,18849792,10994966528,1313603,0,292909,0,0,0,0,0,0,0,0,3697,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13850,3903410,3624726528,18849792,11028520960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13851,3382603,3629170688,18849792,11045298176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13852,1218265,3629170688,18849792,11045298176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13853,3647701,3629170688,18849792,11045298176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
13854,4083037,3629432832,18849792,11045298176,1338680,0,297899,0,0,0,0,0,0,0,0,4077,0,0,1152.0,2232.0,0.0,89.0,0.0,30.0
