Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
13127,3547773,1895907328,14626816,5202604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13128,729939,1895907328,14626816,5202604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13129,3006859,1895907328,14626816,5202604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13130,900409,1895907328,14626816,5202604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13131,3427188,1895907328,14626816,5202604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13132,1029962,1895907328,14630912,5202608128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13133,3602796,1895907328,14630912,5202608128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13134,1868293,1895907328,14630912,5202608128,1118418,0,76924,0,0,0,0,0,0,0,0,1953,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13135,4097424,1900400640,21110784,5209088000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13136,1031334,1902497792,21110784,5209088000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13137,3472643,1902497792,21110784,5209088000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13138,1217052,1902518272,21106688,5209083904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13139,3466971,1902518272,21106688,5209083904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13140,2001775,1902518272,21106688,5209083904,1004434,0,84158,0,0,0,0,0,0,0,0,3186,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13141,2861426,1902518272,21106688,5209083904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13142,704861,1902518272,21106688,5209083904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13143,3808252,1913290752,21106688,5242638336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13144,1050741,1911660544,14622720,5252931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13145,2880532,1912193024,14622720,5252931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13146,682821,1912193024,14622720,5252931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
13147,3607936,1912193024,14622720,5252931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,10.0
