Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;473923584;8290304;395886592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;49304726;478507008;8290304;395886592;36265061;0;0;0;0;0;0;0;0;0;0;172895;0;0;0;0;0;0;0;0;
3;4285046;479424512;8290304;395886592;1049098;0;0;0;0;0;0;0;0;0;0;2615;0;0;0;0;0;0;0;0;
4;1154595;479424512;8290304;395886592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;305022;479424512;8290304;395886592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2738676;488271872;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;326202;488271872;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;381446;488542208;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;338736;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;277380;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;954430;488812544;8290304;429441024;635662;0;0;0;0;0;0;0;0;0;0;3226;0;0;0;0;0;0;0;0;
12;280987;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;274445;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;270958;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;273313;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;272000;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;269556;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;267111;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;289192;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;285986;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;269776;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;265679;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;280526;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;273443;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;271099;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;289513;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;651421;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;392496;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;771988;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;287930;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;286748;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;275527;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;280847;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;265227;488812544;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;275456;489197568;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;290715;489197568;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;273593;489197568;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;258986;489197568;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;290524;489197568;8290304;429441024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
