filename,Main Thread,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,PropInputBlocks,PropActiveLogicBlocks,FPS,players,Chunks,Main Thread_other,ServerFixedUpdate_other,TerrainLogicSystem_other,CPU
players_Empty_0x_0z_10p_120s.csv,3268558.023551933,179447.39748237954,5.708994402065145,17725.882617397107,0.0,0.0,0.0,0.0,0.0,0.0,793.6464889636569,0.0,0.0,305.94531068269146,10,0,3089110.6260695537,160922.15938161672,0.0,762.6166666666667
players_Empty_0x_0z_20p_120s.csv,3326435.5606147824,203850.66624453143,8.850938291503569,28970.140858853327,0.0,0.0,0.0,0.0,0.0,0.0,822.6176893852175,0.0,0.0,300.6220868487778,20,0,3122584.894370251,174049.0567580014,0.0,350.4601694915254
players_Empty_0x_0z_30p_120s.csv,3499170.0763134193,257487.06436505553,0.0,44531.695256679675,0.0,0.0,0.0,0.0,0.0,0.0,970.2682077454218,0.0,0.0,285.7820506551538,30,0,3241683.011948364,211985.10090063044,0.0,368.025
players_Empty_0x_0z_40p_120s.csv,3582800.3168022097,300404.38726407854,0.0,57857.66438545343,0.0,0.0,0.0,0.0,0.0,0.0,971.2051864354764,0.0,0.0,279.1112849103852,40,0,3282395.929538131,241575.51769218963,0.0,401.77916666666664
players_Empty_0x_0z_50p_120s.csv,3619394.644549175,328671.12904626067,0.0,66829.86258216544,0.0,0.0,0.0,0.0,0.0,0.0,1010.7621852908346,0.0,0.0,276.28929647282445,50,0,3290723.5155029143,260830.5042788044,0.0,444.44
players_Empty_0x_0z_60p_120s.csv,3745398.3394515985,381681.4967326542,0.0,88961.08072266,0.0,0.0,0.0,0.0,0.0,0.0,1095.0296944070728,0.0,0.0,266.99429790061265,60,0,3363716.8427189444,291625.38631558715,0.0,498.46500000000003
players_Empty_0x_0z_70p_120s.csv,3978035.954775577,458524.7814209507,0.0,119507.79830790663,0.0,0.0,0.0,0.0,0.0,0.0,1192.028133600625,0.0,0.0,251.38033224649817,70,0,3519511.173354626,337824.95497944346,0.0,535.6866666666667
players_Empty_0x_0z_80p_120s.csv,4144703.326859006,527249.1895158432,0.0,145605.41039909265,0.0,0.0,0.0,0.0,0.0,0.0,1247.0654993974622,0.0,0.0,241.27179224618547,80,0,3617454.137343163,380396.71361735306,0.0,575.1316666666668
players_Empty_0x_0z_90p_120s.csv,4792151.353328426,717932.5275188093,0.0,224718.82867190056,0.0,0.0,0.0,0.0,0.0,0.0,1559.0902028132157,0.0,0.0,208.674544326619,90,0,4074218.825809617,491654.60864409554,0.0,627.775
players_Empty_0x_0z_100p_120s.csv,4708737.234793089,725967.9991161108,0.0,231390.3599437525,0.0,0.0,0.0,0.0,0.0,0.0,1418.456568903174,0.0,0.0,212.37116240229994,100,0,3982769.2356769787,493159.18260345515,0.0,711.9391666666667
