Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472014848;8089600;395685888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;58619974;477044736;8089600;395685888;44729055;0;0;0;0;0;0;0;0;0;0;207950;0;0;0;0;0;0;0;0;
3;4911201;477044736;8089600;395685888;1127224;0;0;0;0;0;0;0;0;0;0;2815;0;0;0;0;0;0;0;0;
4;1358798;477044736;8089600;395685888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;366627;477044736;8089600;395685888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2949090;486424576;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;494628;486694912;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;984356;486965248;8089600;429240320;518122;0;0;0;0;0;0;0;0;0;0;2736;0;0;0;0;0;0;0;0;
9;368240;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;347131;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;362540;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;346039;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;345959;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;351950;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;349235;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;354825;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;362370;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;347151;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;362990;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;345709;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;346129;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;367209;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;852979;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;915648;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;372118;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;361298;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;364513;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;352311;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;347041;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;372168;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;373981;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;343714;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;368170;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;349245;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;363372;486965248;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;356949;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;354244;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;386445;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;419046;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;383960;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;363211;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;355527;487698432;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;371837;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;388108;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;365094;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;354936;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;369563;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;769964;488255488;8089600;429240320;380724;0;0;0;0;0;0;0;0;0;0;2264;0;0;0;0;0;0;0;0;
49;382177;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;377568;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;353233;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;365906;488255488;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;361718;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;359674;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;391574;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;354855;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;352722;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;374402;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;357520;489369600;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;400902;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;365386;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;347131;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;399319;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;341010;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;335008;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;372609;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;372148;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;387005;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;377067;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;378901;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;390111;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;369803;489869312;8089600;429240320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;2498936;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;397586;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;375364;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;400361;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;379221;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;382367;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;385083;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;371416;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;393578;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;376937;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;390322;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;858290;489869312;8151040;429301760;435056;0;0;0;0;0;0;0;0;0;0;2285;0;0;0;0;0;0;0;0;
85;396383;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;376857;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;382738;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;382167;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;383519;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;380734;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;367519;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;396654;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;351870;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;393709;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;365194;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;377357;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;371777;489869312;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;353223;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;371186;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;372929;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;3884325;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;370204;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;340378;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;358873;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;337704;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;342492;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;354054;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
108;332885;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
109;341220;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
110;334647;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
111;352511;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
112;358212;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
113;350037;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
114;347742;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
115;361418;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
116;347652;490307584;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
117;348624;490577920;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
118;7686886;491073536;8151040;429301760;7256579;2099818;949160;573215;0;0;0;0;0;0;0;8176;0;0;0;0;0;27;0;0;
119;408927;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
120;353734;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
121;347972;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
122;357411;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
123;352000;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
124;346800;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
125;365646;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
126;347282;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
127;344606;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
128;357420;491073536;8151040;429301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
129;380113;491073536;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
130;358442;491458560;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
131;354164;491458560;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
132;356519;491458560;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
133;354796;491458560;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
134;355877;491458560;10887168;432037888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;
