Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
13822,2729048,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13823,3604960,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13824,2575320,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13825,4543561,670187520,26882048,886337536,3752117,0,33323,0,0,0,0,0,0,3907,1728.0,3348.0,0.0,76.0,0.0,1.0
13826,2519725,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13827,3585454,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13828,2593193,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13829,3558864,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13830,3548746,670187520,26886144,886341632,827813,0,33392,0,0,0,0,0,0,3627,1728.0,3348.0,0.0,76.0,0.0,1.0
13831,3645076,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13832,2862609,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13833,3603448,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13834,2759224,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13835,4738807,670187520,26882048,886337536,3821217,0,38993,0,0,0,0,0,0,3827,1728.0,3348.0,0.0,76.0,0.0,1.0
13836,2759926,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13837,3621843,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13838,2419097,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13839,3525793,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13840,3214829,670187520,26886144,886341632,803236,0,35997,0,0,0,0,0,0,3586,1728.0,3348.0,0.0,76.0,0.0,1.0
13841,3564424,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13842,2452168,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13843,3619188,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13844,2349326,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13845,4444164,670187520,26882048,886337536,3691373,0,32571,0,0,0,0,0,0,3376,1728.0,3348.0,0.0,76.0,0.0,1.0
13846,2351801,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13847,3566128,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13848,2346391,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13849,3530030,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13850,3113449,670187520,26886144,886341632,737583,0,32811,0,0,0,0,0,0,2996,1728.0,3348.0,0.0,76.0,0.0,1.0
13851,3553134,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13852,2502232,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13853,3540209,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13854,2326083,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13855,3529590,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13856,3181927,670187520,26882048,886337536,749115,0,31819,0,0,0,0,0,0,3476,1728.0,3348.0,0.0,76.0,0.0,1.0
13857,3569684,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13858,2377429,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13859,3616472,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13860,2371077,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13861,4542309,670187520,26882048,886337536,3767085,0,34244,0,0,0,0,0,0,3967,1728.0,3348.0,0.0,76.0,0.0,1.0
13862,2417824,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13863,3565337,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13864,2390994,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13865,3530852,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13866,3137053,670187520,26886144,886341632,776998,0,33382,0,0,0,0,0,0,3106,1728.0,3348.0,0.0,76.0,0.0,1.0
13867,3569724,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13868,2514616,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13869,3566679,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13870,2334278,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13871,3534920,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13872,3170365,670187520,26882048,886337536,795753,0,32340,0,0,0,0,0,0,3146,1728.0,3348.0,0.0,76.0,0.0,1.0
13873,3553194,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13874,2354856,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13875,3612064,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13876,2325311,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13877,4443654,670187520,26882048,886337536,3711911,0,32050,0,0,0,0,0,0,3287,1728.0,3348.0,0.0,76.0,0.0,1.0
13878,2336251,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13879,3560727,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13880,2361619,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13881,3545028,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13882,3176587,670187520,26886144,886341632,779692,0,31609,0,0,0,0,0,0,3066,1728.0,3348.0,0.0,76.0,0.0,1.0
13883,3645126,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13884,2481654,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13885,3590253,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13886,2430177,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13887,3528748,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13888,3338000,670187520,26882048,886337536,848622,0,42811,0,0,0,0,0,0,3687,1728.0,3348.0,0.0,76.0,0.0,1.0
13889,3580395,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13890,2423265,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13891,3574354,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13892,2366889,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13893,4465104,670187520,26882048,886337536,3728152,0,37661,0,0,0,0,0,0,3436,1728.0,3348.0,0.0,76.0,0.0,1.0
13894,2397015,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13895,3582068,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13896,2387457,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13897,3549196,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13898,3151450,670187520,26886144,886341632,782347,0,37741,0,0,0,0,0,0,3086,1728.0,3348.0,0.0,76.0,0.0,1.0
13899,3583080,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13900,2545764,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13901,3573853,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13902,2378471,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13903,3558113,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13904,3164665,670187520,26882048,886337536,795833,0,36980,0,0,0,0,0,0,2855,1728.0,3348.0,0.0,76.0,0.0,1.0
13905,3578922,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13906,2542258,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13907,3672016,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13908,2396454,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13909,4590209,670187520,26882048,886337536,3790188,0,40045,0,0,0,0,0,0,3526,1728.0,3348.0,0.0,76.0,0.0,1.0
13910,2437912,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13911,3577479,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13912,2436800,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13913,3558664,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13914,3221702,670187520,26886144,886341632,824336,0,36869,0,0,0,0,0,0,2926,1728.0,3348.0,0.0,76.0,0.0,1.0
13915,3584172,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13916,2521428,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13917,3572550,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13918,2338616,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13919,4525457,670187520,26882048,886337536,3731718,0,37661,0,0,0,0,0,0,3326,1728.0,3348.0,0.0,76.0,0.0,1.0
13920,2341672,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13921,3571568,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13922,2344938,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13923,3553734,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13924,3178712,670187520,26886144,886341632,773661,0,35948,0,0,0,0,0,0,2956,1728.0,3348.0,0.0,76.0,0.0,1.0
13925,3588780,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13926,2519615,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13927,3569805,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13928,2358292,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13929,3533176,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13930,3209669,670187520,26882048,886337536,796344,0,37099,0,0,0,0,0,0,2915,1728.0,3348.0,0.0,76.0,0.0,1.0
13931,3642251,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13932,2493166,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13933,3597516,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13934,2448141,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13935,4579909,670187520,26882048,886337536,3800878,0,43211,0,0,0,0,0,0,3527,1728.0,3348.0,0.0,76.0,0.0,1.0
13936,2415440,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13937,3566529,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13938,2411412,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13939,3575275,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13940,3205071,670187520,26886144,886341632,774622,0,37140,0,0,0,0,0,0,3346,1728.0,3348.0,0.0,76.0,0.0,1.0
13941,3569555,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13942,2549472,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13943,3570506,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13944,2403888,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13945,4497193,670187520,26882048,886337536,3738912,0,36208,0,0,0,0,0,0,3076,1728.0,3348.0,0.0,76.0,0.0,1.0
13946,2365256,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13947,3564054,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13948,2422243,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13949,3533086,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13950,3175075,670187520,26886144,886341632,755026,0,35296,0,0,0,0,0,0,2995,1728.0,3348.0,0.0,76.0,0.0,1.0
13951,3582559,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13952,2547417,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13953,3558293,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13954,2430198,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13955,3622424,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13956,3276655,670187520,26882048,886337536,841228,0,39735,0,0,0,0,0,0,3687,1728.0,3348.0,0.0,76.0,0.0,1.0
13957,3636449,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13958,2522371,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13959,3548755,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13960,2394451,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13961,4454274,670187520,26882048,886337536,3758378,0,39294,0,0,0,0,0,0,3637,1728.0,3348.0,0.0,76.0,0.0,1.0
13962,2373391,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13963,3586837,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13964,2467848,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13965,3547533,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13966,3219098,670187520,26886144,886341632,768542,0,37961,0,0,0,0,0,0,3176,1728.0,3348.0,0.0,76.0,0.0,1.0
13967,3591986,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13968,2569188,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13969,3576738,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13970,2358783,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13971,3582318,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13972,3208377,670187520,26882048,886337536,781616,0,36579,0,0,0,0,0,0,2905,1728.0,3348.0,0.0,76.0,0.0,1.0
13973,3582047,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13974,2424767,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13975,3578111,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13976,2375325,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13977,4488698,670187520,26882048,886337536,3699137,0,36469,0,0,0,0,0,0,2925,1728.0,3348.0,0.0,76.0,0.0,1.0
13978,2369754,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13979,3641359,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13980,2433534,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13981,3623635,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13982,3357637,670187520,26886144,886341632,862557,0,41037,0,0,0,0,0,0,3566,1728.0,3348.0,0.0,76.0,0.0,1.0
13983,3580275,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13984,2620444,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13985,3537914,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13986,2374363,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13987,4484420,670187520,26882048,886337536,3760984,0,37631,0,0,0,0,0,0,3056,1728.0,3348.0,0.0,76.0,0.0,1.0
13988,2514836,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13989,3559746,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13990,2515167,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13991,3548635,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13992,3267498,670187520,26886144,886341632,770235,0,36037,0,0,0,0,0,0,2685,1728.0,3348.0,0.0,76.0,0.0,1.0
13993,3558874,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13994,2590598,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13995,3576657,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13996,2448292,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13997,3543275,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
13998,3338822,670187520,26882048,886337536,804810,0,37881,0,0,0,0,0,0,2795,1728.0,3348.0,0.0,76.0,0.0,1.0
13999,3575305,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14000,2555953,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14001,3564334,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14002,2463269,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14003,4657625,670187520,26882048,886337536,3821066,0,41198,0,0,0,0,0,0,3376,1728.0,3348.0,0.0,76.0,0.0,1.0
14004,2490180,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14005,3610010,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14006,2572214,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14007,3577720,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14008,3368688,670187520,26886144,886341632,833884,0,39494,0,0,0,0,0,0,3316,1728.0,3348.0,0.0,76.0,0.0,1.0
14009,3580444,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14010,2641824,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14011,3569204,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14012,2416021,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14013,4483849,670187520,26882048,886337536,3764209,0,37049,0,0,0,0,0,0,3156,1728.0,3348.0,0.0,76.0,0.0,1.0
14014,2467327,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14015,3571278,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14016,2487605,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14017,3543295,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14018,3271405,670187520,26886144,886341632,790082,0,36288,0,0,0,0,0,0,2886,1728.0,3348.0,0.0,76.0,0.0,1.0
14019,3587027,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14020,2641514,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14021,3572871,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14022,2471344,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14023,4497815,670187520,26882048,886337536,3780671,0,37660,0,0,0,0,0,0,3036,1728.0,3348.0,0.0,76.0,0.0,1.0
14024,2466746,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14025,3575074,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14026,2522751,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14027,3638564,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14028,3381331,670187520,26886144,886341632,832221,0,39083,0,0,0,0,0,0,3176,1728.0,3348.0,0.0,76.0,0.0,1.0
14029,3623425,670187520,26886144,886341632,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14030,2689153,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
14031,3602967,670187520,26882048,886337536,0,0,0,0,0,0,0,0,0,0,1728.0,3348.0,0.0,76.0,0.0,1.0
