Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
15138,3842917,16105406464,27435008,55010189312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15139,3539558,16109604864,27422720,55026954240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15140,3549977,16109604864,27422720,55026954240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15141,2036780,16109604864,27422720,55026954240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15142,5545520,16117993472,27422720,55077285888,1971637,0,459942,132178,0,0,0,0,0,0,0,3757,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15143,3786080,16141824000,27422720,55161171968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15144,1971647,16150458368,27422720,55194726400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15145,3832508,16161714176,27422720,55228280832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15146,3571688,16161714176,27422720,55228280832,1854718,0,462317,213701,0,0,0,0,0,0,0,4759,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15147,4018305,16170344448,27422720,55261835264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15148,2898807,16170602496,27422720,55261835264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15149,3663511,16170602496,27422720,55261835264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15150,1462983,16170602496,27422720,55261835264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15151,3484705,16170602496,27422720,55261835264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15152,3901196,16170602496,27422720,55261835264,1840492,0,465994,104426,0,0,0,0,0,0,0,4668,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15153,3796280,16179449856,27422720,55295389696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15154,2637406,16183644160,27422720,55312166912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15155,3667789,16187838464,27422720,55328944128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15156,3171918,16187838464,27422720,55328944128,1671595,0,463229,74199,0,0,0,0,0,0,0,4178,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15157,3711220,16187838464,27422720,55328944128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15158,2484118,16192032768,27422720,55345721344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15159,3730877,16192032768,27422720,55345721344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15160,1466801,16192032768,27422720,55345721344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15161,3486659,16192032768,27422720,55345721344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15162,3568282,16192032768,27422720,55345721344,1669361,0,460534,63769,0,0,0,0,0,0,0,3567,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15163,3690381,16196227072,27422720,55362498560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15164,2212129,16196481024,27422720,55362498560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15165,1458485,16196481024,27422720,55362498560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15166,3751596,16200912896,27422720,55379275776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15167,3534389,16200908800,27418624,55379271680,1733451,0,464000,68678,0,0,0,0,0,0,0,4399,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15168,3859949,16212090880,27418624,55412826112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15169,3589793,16216285184,27418624,55429603328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15170,3681023,16216285184,27418624,55429603328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15171,1505924,16216285184,27422720,55429607424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15172,3513840,16216285184,27422720,55429607424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15173,3803443,16216285184,27422720,55429607424,1722130,0,464922,71544,0,0,0,0,0,0,0,4488,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15174,3741035,16220717056,27422720,55446384640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15175,2369374,16220717056,27422720,55446384640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15176,1051522,16220717056,27422720,55446384640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15177,3590754,16220717056,27422720,55446384640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15178,3989722,16220717056,27418624,55446380544,1671404,0,470191,82174,0,0,0,0,0,0,0,4108,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15179,3734533,16225169408,27418624,55463157760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15180,3335075,16230383616,27418624,55479934976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15181,3848908,16234848256,27418624,55496712192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15182,10293665,16234848256,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15183,5425485,16235085824,27422720,55496716288,1842064,0,457789,78608,0,0,0,0,0,0,0,3988,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15184,2661752,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15185,2670648,16235347968,27422720,55496716288,1492790,0,447109,73227,0,0,0,0,0,0,0,3817,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15186,3757356,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15187,1897639,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15188,3661797,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15189,1485757,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15190,3623586,16235347968,27422720,55496716288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15191,32435459,16243953664,27418624,55530266624,25420964,0,452589,75021,0,0,0,0,0,0,0,4048,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15192,51611161,16257208320,27418624,55580598272,47741584,0,878567,131818,0,0,0,0,0,0,0,4679,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15193,18268440,16263528448,27418624,55597375488,14813179,0,1354168,185247,0,0,0,0,0,0,0,7996,0,0,0.0,0.0,0.0,267.0,0.0,40.0
15194,9952665,16268230656,27418624,55614152704,5823431,0,444845,62066,0,0,0,0,0,0,0,2495,0,0,0.0,0.0,0.0,267.0,0.0,40.0
