Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
14898,16053777,17128525824,27013120,58868527104,11613078,0,717445,213470,0,0,0,0,0,0,0,5410,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14899,19295096,17190789120,27013120,59103408128,12893170,0,742212,246643,0,0,0,0,0,0,0,5461,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14900,10773525,17200467968,27013120,59153739776,7401801,0,714600,74910,0,0,0,0,0,0,0,4158,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14901,13477796,17221959680,27013120,59220848640,9023573,0,724408,77836,0,0,0,0,0,0,0,4328,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14902,3703005,17230598144,27013120,59254403072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14903,6070274,17239248896,27009024,59287953408,3706721,0,748243,80982,0,0,0,0,0,0,0,4509,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14904,4288042,17247875072,27009024,59321507840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14905,3150970,17252069376,27009024,59338285056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14906,3740084,17252069376,27009024,59338285056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14907,5135711,17252069376,27009024,59338285056,2303029,0,741220,118051,0,0,0,0,0,0,0,5651,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14908,4043643,17258762240,27009024,59355062272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14909,3787382,17262956544,27009024,59371839488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
14910,3656798,17262956544,27009024,59371839488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,267.0,0.0,50.0
