filename,Main Thread,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,PropInputBlocks,PropActiveLogicBlocks,FPS,players,Chunks,Main Thread_other,ServerFixedUpdate_other,TerrainLogicSystem_other,CPU
players-activeLogic_2-Layer_6x_6z_10p_120s.csv,3343152.3920166194,209313.36364445763,0.0,18341.498590295298,0.0,23679.98338032349,34.694583766137406,1963.1046446060245,19499.921917198397,2127.6877875055648,852.0638373645942,18650.813889301084,848.3707078201513,299.11888024846843,10,72,3133839.028372162,166439.81783647425,54.57444724736706,836.2858333333332
players-activeLogic_2-Layer_6x_6z_20p_120s.csv,3485106.771582788,239982.44555679522,0.0,31306.754606036848,0.0,22285.652202756082,34.06896239785303,1632.0888640955282,18558.950667913035,2006.5421101830352,944.5344811989265,17754.237614208607,804.1208877363326,286.9352549407955,20,72,3245124.3260259926,185445.50426680336,54.001598166629265,337.98728813559325
players-activeLogic_2-Layer_6x_6z_30p_120s.csv,3562677.727039648,287420.12791868876,0.0,45405.70951988523,0.0,25766.1467203858,39.29383756066294,1493.7575618838323,21747.32136861704,2425.7589964288986,972.8606659951774,20109.716173732566,1636.94930256692,280.687751353512,30,72,3275257.5991209596,215275.41101242253,60.014955895367166,383.1075630252101
players-activeLogic_2-Layer_6x_6z_40p_120s.csv,3462741.627264372,304931.4251534288,0.0,52991.96368110528,0.0,25137.502357022146,37.26452014586854,2137.015772777135,20755.037593762045,2152.3290047140445,915.0850603338373,19891.822823089922,862.6308814373388,288.78851142873685,40,72,3157810.2021109434,225886.87405496754,55.855465623051714,409.43
players-activeLogic_2-Layer_6x_6z_50p_120s.csv,3725351.3115005265,367586.35414472217,0.0,72324.95403619649,0.0,27161.582846563888,41.59191164735549,1167.602445018992,23408.766031472438,2481.7275687063106,969.9962016023493,21892.741645121132,1515.3507612754956,268.43105961923686,50,72,3357764.9573558043,267129.8210603594,61.89488971879109,443.2658333333333
players-activeLogic_2-Layer_6x_6z_60p_120s.csv,3950078.775453748,448971.1205046893,0.0,102573.71489778017,0.0,32005.335233789894,45.64492949193712,2676.4403211659132,25416.15086701302,3798.4936913838474,1110.6785641994468,23630.75517846299,1784.4460225355913,253.15950816325918,60,72,3501107.654949059,313281.3918089198,68.60542473517489,514.2008333333333
players-activeLogic_2-Layer_6x_6z_70p_120s.csv,4103249.272743226,525380.0142145164,0.0,125485.07412607048,0.0,44689.11834901025,47.544644110627544,6583.096974589358,34568.55405025972,3412.5151972483504,1144.8993050680892,33227.62217464551,1339.8970237259582,243.70929805379586,70,72,3577869.2585287094,354060.9224343676,77.40748280219123,561.7833333333333
players-activeLogic_2-Layer_6x_6z_80p_120s.csv,4286480.579847004,597364.213754987,0.0,156180.67336481097,0.0,42812.15574100509,57.191647450678964,2377.3346510010615,36443.70919805278,3848.3150689945464,1244.1211156253432,34878.750448373044,1563.8027524614765,233.29162033336277,80,72,3689116.3660920174,397127.2635335456,85.60517550602526,618.8866666666667
players-activeLogic_2-Layer_6x_6z_90p_120s.csv,5205589.403732163,848948.2333699232,0.0,241567.958726674,0.0,74192.9185510428,96.88847420417125,5127.840614709111,62185.799121844124,6632.913282107574,1630.7679473106477,59424.26673984632,2759.3925356750824,192.1012055393856,90,72,4356641.17036224,531556.5881448957,149.47705817782844,677.3033333333333
players-activeLogic_2-Layer_6x_6z_100p_120s.csv,4849236.287369641,812932.0817745406,0.0,235688.66487336534,0.0,70783.1402913425,69.34911438503559,11519.527603045854,53813.63503559014,5266.406099983446,1421.6131849031617,51726.79101142195,2085.4811289521604,206.21803944769775,100,72,4036304.2055951,505038.6634249296,114.2224383380235,765.0433333333334
