Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
13829,2494238,3469606912,13258752,11157147648,1364428,0,242986,0,0,0,0,0,0,0,0,2796,0,0,0.0,89.0,0.0,30.0
13830,3553374,3478736896,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13831,847379,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13832,3055270,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13833,704381,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13834,3355903,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13835,1003903,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13836,3601173,3478986752,13258752,11190702080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13837,1773847,3478986752,13258752,11190702080,1012308,0,159359,0,0,0,0,0,0,0,0,3727,0,0,0.0,89.0,0.0,30.0
13838,4712598,3491586048,19087360,11230085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13839,1085756,3492126720,19087360,11230085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13840,3791460,3492126720,19087360,11230085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13841,850956,3492126720,19087360,11230085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13842,3740515,3492126720,19087360,11230085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13843,1878393,3492126720,19087360,11230085120,1095153,0,165160,0,0,0,0,0,0,0,0,2905,0,0,0.0,89.0,0.0,30.0
13844,3716901,3500769280,19087360,11263639552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13845,1318783,3500769280,19087360,11263639552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13846,2922791,3500769280,19087360,11263639552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13847,956744,3496534016,13258752,11257810944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13848,3375090,3496534016,13258752,11257810944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
13849,2143189,3496534016,13258752,11257810944,1041844,0,165249,0,0,0,0,0,0,0,0,3928,0,0,0.0,89.0,0.0,30.0
13850,3470428,3509116928,13258752,11308142592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,30.0
