Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
15957,4676129,6373928960,18898944,21044568064,1951680,0,410901,0,0,0,0,0,0,0,0,5460,0,0,0.0,89.0,0.0,50.0
15958,3909061,6382841856,18898944,21078122496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15959,3770320,6387560448,18898944,21094899712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15960,3611453,6387560448,18898944,21094899712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15961,4607351,6387560448,18898944,21094899712,1722541,0,407875,0,0,0,0,0,0,0,0,6171,0,0,0.0,89.0,0.0,50.0
15962,3888943,6392262656,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15963,2411343,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15964,3640908,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15965,2531378,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15966,5323213,6396715008,18898944,21128454144,1698054,0,395582,0,0,0,0,0,0,0,0,4017,0,0,0.0,89.0,0.0,50.0
15967,2415300,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15968,1170616,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15969,3598318,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15970,2612259,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15971,3581447,6396715008,18898944,21128454144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15972,25188648,6405885952,18898944,21162008576,16802231,0,400922,0,0,0,0,0,0,0,0,4228,0,0,0.0,89.0,0.0,50.0
15973,9630662,6415536128,18898944,21195563008,5471080,0,383139,0,0,0,0,0,0,0,0,2775,0,0,0.0,89.0,0.0,50.0
15974,7124762,6420520960,18907136,21212348416,3778516,0,405551,0,0,0,0,0,0,0,0,4098,0,0,0.0,89.0,0.0,50.0
15975,1887730,6424715264,18907136,21229125632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15976,3783445,6429409280,18907136,21245902848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15977,3936603,6429409280,18907136,21245902848,1578931,0,397676,0,0,0,0,0,0,0,0,4147,0,0,0.0,89.0,0.0,50.0
15978,3923478,6438305792,18907136,21279457280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15979,2584256,6440402944,18907136,21296234496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15980,3574804,6442500096,18907136,21296234496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15981,2013907,6442610688,18898944,21296226304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15982,5303736,6447558656,18898944,21313003520,1633062,0,401864,0,0,0,0,0,0,0,0,4398,0,0,0.0,89.0,0.0,50.0
15983,2720492,6451752960,18898944,21329780736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15984,3625098,6451752960,18898944,21329780736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15985,2594396,6451752960,18898944,21329780736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15986,3585384,6451752960,18898944,21329780736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15987,4217169,6451752960,18898944,21329780736,1612675,0,409498,0,0,0,0,0,0,0,0,4609,0,0,0.0,89.0,0.0,50.0
15988,3823902,6455947264,18898944,21346557952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15989,2180840,6460379136,18898944,21363335168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15990,1319515,6464573440,18898944,21380112384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15991,3607746,6464573440,18898944,21380112384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15992,4035909,6464573440,18898944,21380112384,1729073,0,398046,0,0,0,0,0,0,0,0,3817,0,0,0.0,89.0,0.0,50.0
15993,3919400,6469038080,18898944,21413666816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15994,12842234,6477688832,18898944,21430444032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15995,5310179,6483415040,18898944,21447221248,1636489,0,401673,0,0,0,0,0,0,0,0,5540,0,0,0.0,89.0,0.0,50.0
15996,2912762,6488150016,18903040,21464002560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15997,3640166,6488150016,18903040,21464002560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
15998,3466381,6488150016,18903040,21464002560,1663650,0,391354,0,0,0,0,0,0,0,0,16100,0,0,0.0,89.0,0.0,50.0
15999,3877662,6492610560,18903040,21497556992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16000,2562095,6497054720,18903040,21497556992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16001,3705800,6497054720,18903040,21497556992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16002,2385363,6497062912,18898944,21497552896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16003,3567401,6497062912,18898944,21497552896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16004,4127531,6497062912,18898944,21497552896,1614838,0,396624,0,0,0,0,0,0,0,0,4769,0,0,0.0,89.0,0.0,50.0
16005,3816287,6514626560,18898944,21564661760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16006,2285156,6519050240,18898944,21581438976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16007,3624377,6519050240,18898944,21581438976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16008,3262579,6519050240,18898944,21581438976,1543895,0,387998,0,0,0,0,0,0,0,0,4248,0,0,0.0,89.0,0.0,50.0
16009,3835182,6528466944,18898944,21614993408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16010,1992076,6528466944,18898944,21614993408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16011,3595694,6528466944,18898944,21614993408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16012,1715327,6528466944,18898944,21614993408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16013,3544388,6528466944,18898944,21614993408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16014,4143060,6528466944,18898944,21614993408,1619637,0,395191,0,0,0,0,0,0,0,0,4749,0,0,0.0,89.0,0.0,50.0
16015,3799386,6537871360,18898944,21648547840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16016,2104025,6542598144,18898944,21665325056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16017,3582909,6542598144,18898944,21665325056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16018,2466075,6542598144,18898944,21665325056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16019,5166990,6556188672,18898944,21715656704,1533116,0,383509,0,0,0,0,0,0,0,0,4237,0,0,0.0,89.0,0.0,50.0
16020,2765176,6556188672,18898944,21715656704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16021,1125150,6558285824,18898944,21732433920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16022,3591225,6560382976,18898944,21732433920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16023,1705528,6560382976,18898944,21732433920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16024,3553845,6560382976,18898944,21732433920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16025,4065334,6560382976,18898944,21732433920,1564173,0,378340,0,0,0,0,0,0,0,0,4208,0,0,0.0,89.0,0.0,50.0
16026,3768647,6564843520,18898944,21749211136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16027,2166212,6569037824,18898944,21765988352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16028,3849680,6569037824,18898944,21765988352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,50.0
16029,3305589,6569037824,18898944,21765988352,1619487,0,375054,0,0,0,0,0,0,0,0,4048,0,0,0.0,89.0,0.0,50.0
