Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
16369,2986521,7840616448,26882048,26035384320,1730025,0,304501,0,0,0,0,0,0,0,0,5470,0,0,0.0,89.0,0.0,60.0
16370,3766714,7849267200,26882048,26068938752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16371,2047580,7853719552,26882048,26085715968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16372,3583821,7853989888,26882048,26085715968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16373,1119289,7853989888,26882048,26085715968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16374,3579322,7853989888,26882048,26085715968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16375,2983957,7853989888,26882048,26085715968,1638162,0,322014,0,0,0,0,0,0,0,0,6702,0,0,0.0,89.0,0.0,60.0
16376,3774689,7858941952,26882048,26102493184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16377,1751755,7858941952,26882048,26119270400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16378,3568002,7863136256,26882048,26119270400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16379,1357165,7863390208,26886144,26119274496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
16380,3700620,7863656448,26886144,26119274496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,60.0
