Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
19276,5803493,11118948352,27570176,36555399168,2573256,0,710322,0,0,0,0,0,0,0,0,6702,0,0,0.0,89.0,0.0,80.0
19277,4438784,11123404800,27570176,36588953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19278,2789772,11132063744,27570176,36605730816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19279,3784698,11132063744,27570176,36605730816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19280,4406363,11132063744,27570176,36605730816,2356369,0,712716,0,0,0,0,0,0,0,0,7284,0,0,0.0,89.0,0.0,80.0
19281,4315674,11136741376,27570176,36622508032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19282,2938901,11134128128,18665472,36630380544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19283,3830864,11138584576,18665472,36647157760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19284,5313715,11138584576,18665472,36647157760,2280446,0,712526,0,0,0,0,0,0,0,0,5080,0,0,0.0,89.0,0.0,80.0
19285,5112538,11149852672,27570176,36689616896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19286,4123693,11152490496,27570176,36689616896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19287,3909692,11154587648,27570176,36689616896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19288,5409164,11154587648,27570176,36689616896,2323046,0,719700,0,0,0,0,0,0,0,0,6392,0,0,0.0,89.0,0.0,80.0
19289,4141056,11160879104,27570176,36723171328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19290,3264803,11164569600,27570176,36723171328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19291,1496607,11168763904,27570176,36739948544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19292,6411664,11177930752,27570176,36773502976,2495410,0,715682,0,0,0,0,0,0,0,0,6222,0,0,0.0,89.0,0.0,80.0
19293,4350199,11182645248,27574272,36790284288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19294,3838759,11182645248,27574272,36790284288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19295,2156424,11182645248,27574272,36790284288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
19296,6093307,11187310592,27574272,36807061504,2316545,0,717355,0,0,0,0,0,0,0,0,5821,0,0,0.0,89.0,0.0,80.0
19297,3669932,11191750656,27574272,36823838720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,80.0
