Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
19834,7063387,14539841536,41246720,47499427840,3039511,0,873939,0,0,0,0,0,0,0,0,6021,0,0,0.0,89.0,0.0,100.0
19835,4351090,14548705280,41246720,47532982272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19836,3854619,14552899584,41246720,47549759488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19837,5624568,14552899584,41246720,47549759488,2813416,0,880842,0,0,0,0,0,0,0,0,6673,0,0,0.0,89.0,0.0,100.0
19838,4720282,14558113792,41246720,47566536704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19839,3234125,14563106816,41246720,47583313920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19840,3815485,14563106816,41246720,47583313920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19841,5719586,14563106816,41246720,47583313920,2733817,0,889078,0,0,0,0,0,0,0,0,5059,0,0,0.0,89.0,0.0,100.0
19842,4524025,14563885056,41246720,47583313920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19843,3458396,14568349696,41246720,47600091136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19844,3903671,14568620032,41246720,47600091136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19845,5634156,14568620032,41246720,47600091136,2667763,0,890871,0,0,0,0,0,0,0,0,4869,0,0,0.0,89.0,0.0,100.0
19846,4176652,14573584384,41246720,47616868352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19847,3189832,14577778688,41246720,47633645568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
19848,3826686,14577778688,41246720,47633645568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,100.0
