Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
13835,1682365,1860304896,18726912,5374476288,926267,196829,67296,0,0,0,0,0,0,0,0,5159,0,0,0.0,89.0,0.0,10.0
13836,3511155,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13837,1140779,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13838,3657920,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13839,715792,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13840,3361624,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13841,1037766,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13842,3640497,1860304896,18726912,5374476288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13843,1675732,1860304896,18726912,5374476288,902994,0,75542,0,0,0,0,0,0,0,0,2735,0,0,0.0,89.0,0.0,10.0
13844,3467774,1873137664,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13845,1181816,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13846,2850456,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13847,746841,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13848,3622784,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13849,1593789,1873395712,18726912,5424807936,766878,0,69901,0,0,0,0,0,0,0,0,2846,0,0,0.0,89.0,0.0,10.0
13850,3146631,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13851,868458,1873395712,18722816,5424803840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13852,3405476,1873395712,18722816,5424803840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13853,1094923,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13854,3391470,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13855,1012318,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13856,3354110,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13857,1836564,1873395712,18726912,5424807936,731873,0,69530,0,0,0,0,0,0,0,0,2866,0,0,0.0,89.0,0.0,10.0
13858,3313935,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13859,849603,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13860,3424001,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13861,1079305,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13862,3365963,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13863,1023129,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13864,3417038,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13865,1894132,1873395712,18726912,5424807936,732834,0,68819,0,0,0,0,0,0,0,0,2705,0,0,0.0,89.0,0.0,10.0
13866,3168532,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13867,795131,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13868,3401449,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13869,1074215,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13870,3631160,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13871,1513899,1873395712,18726912,5424807936,746851,0,67907,0,0,0,0,0,0,0,0,2464,0,0,0.0,89.0,0.0,10.0
13872,3144717,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13873,844654,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13874,3425905,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13875,1058265,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13876,3645717,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13877,751078,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13878,3631350,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13879,1553042,1873395712,18726912,5424807936,712246,0,69240,0,0,0,0,0,0,0,0,3136,0,0,0.0,89.0,0.0,10.0
13880,3240127,1873395712,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13881,922260,1873408000,18722816,5424803840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13882,3423991,1873408000,18722816,5424803840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13883,1095655,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13884,3381511,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13885,1085125,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13886,3974494,1873408000,18726912,5424807936,764564,0,70271,0,0,0,0,0,0,0,0,2845,0,0,0.0,89.0,0.0,10.0
13887,795502,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13888,3405396,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13889,1137082,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13890,3390609,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13891,1072422,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
13892,3380950,1873408000,18726912,5424807936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89.0,0.0,10.0
