Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
14368,14262878,5144358912,28622848,16155344896,9662941,0,1698767,0,0,0,0,0,0,0,0,12433,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14369,1365391,5148553216,28622848,16172122112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14370,4960523,5153587200,28622848,16172122112,1235186,0,316594,0,0,0,0,0,0,0,0,3757,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14371,3197056,5155684352,28622848,16188899328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14372,3618726,5158010880,28622848,16188899328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14373,1621401,5153304576,22183936,16182460416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14374,3606513,5153304576,22183936,16182460416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14375,4416092,5151633408,20512768,16180789248,1442145,0,335139,0,0,0,0,0,0,0,0,5089,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14376,4137278,5155061760,20512768,16197566464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14377,2094528,5157158912,20512768,16197566464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14378,3585183,5157158912,20512768,16197566464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14379,2242836,5157158912,20512768,16197566464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14380,5019574,5159796736,20512768,16197566464,1446222,0,322715,0,0,0,0,0,0,0,0,4448,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14381,2647024,5156630528,16420864,16193474560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14382,3595172,5156630528,16420864,16193474560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14383,2259257,5156630528,16420864,16193474560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14384,3544397,5156630528,16420864,16193474560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14385,3681925,5156630528,16420864,16193474560,1422518,0,312847,0,0,0,0,0,0,0,0,4238,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14386,5044811,5161680896,20512768,16197566464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14387,2090711,5166145536,20512768,16214343680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14388,3637672,5166145536,20512768,16214343680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14389,2370826,5166145536,20512768,16214343680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14390,5218186,5166686208,20512768,16214343680,1483582,0,328246,0,0,0,0,0,0,0,0,5120,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14391,2509987,5166686208,20512768,16214343680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
14392,3594471,5166686208,20512768,16214343680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.0,5580.0,0.0,89.0,0.0,40.0
