Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
22508,80283141,26341027840,31031296,80783601664,73830099,0,2724711,0,0,0,0,0,0,0,0,10299,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22509,56371448,26355982336,31051776,80833953792,36898338,0,5653443,0,429856,48320,5981,258685,209332,48861,7634,15680,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22510,98986678,26393800704,31055872,80867512320,78190525,0,5315910,0,0,0,0,0,0,0,0,11692,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22511,24579396,26406215680,31055872,80901066752,18674281,0,5458326,0,0,0,0,0,0,0,0,12645,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22512,19264559,26417123328,31064064,80917852160,6454404,0,1381692,0,0,0,0,0,0,0,0,5991,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22513,14351304,26428735488,31064064,80951406592,8801847,0,1321418,0,0,0,0,0,0,0,0,4388,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22514,13400762,26443423744,31064064,81001738240,8646516,0,1328140,0,0,0,0,0,0,0,0,4318,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22515,13314850,26465992704,31064064,81085624320,8906773,0,1328691,0,0,0,0,0,0,0,0,4057,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22516,12907957,26479333376,31064064,81135955968,9513882,0,1324374,0,0,0,0,0,0,0,0,3937,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22517,16998419,26497458176,31064064,81203064832,12303223,0,1319244,0,0,0,0,0,0,0,0,4218,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22518,11743895,26506629120,31064064,81236619264,7376153,0,1336857,0,0,0,0,0,0,0,0,4248,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22519,4446008,26511863808,31064064,81253396480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22520,10868733,26521030656,31064064,81286950912,6954833,0,1346194,0,0,0,0,0,0,0,0,4098,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22521,4708490,26524463104,31047680,81286934528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22522,4652756,26529193984,31047680,81303711744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22523,7080308,26523934720,24608768,81297272832,3916495,0,1398633,0,0,0,0,0,0,0,0,5371,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22524,4779624,26524184576,24608768,81297272832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22525,4500961,26529165312,24608768,81314050048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22526,10407929,26535723008,24608768,81330827264,5230700,0,1343950,0,0,0,0,0,0,0,0,3817,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22527,6110750,26540699648,24608768,81347604480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22528,5131684,26540695552,24604672,81347600384,3476660,0,1337909,0,0,0,0,0,0,0,0,3597,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22529,4279315,26542821376,24604672,81347600384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22530,5090377,26552000512,24604672,81381154816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22531,9742751,26554114048,24604672,81397932032,4667513,0,1367675,0,0,0,0,0,0,0,0,3937,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22532,5447256,26559115264,24604672,81397932032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22533,15328397,26567057408,31035392,81421139968,9550461,0,1354039,0,0,0,0,0,0,0,0,4047,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22534,5721140,26573385728,31035392,81421139968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22535,10744480,26579734528,31035392,81437917184,6116181,0,1350563,0,0,0,0,0,0,0,0,4007,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22536,6090422,26589175808,31035392,81454694400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22537,4999907,26589442048,31035392,81454694400,3459137,0,1363176,0,0,0,0,0,0,0,0,4058,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22538,4316816,26591870976,31035392,81471471616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22539,4168107,26601881600,31035392,81488248832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22540,7670235,26606346240,31035392,81505026048,5745445,0,1402099,0,0,0,0,0,0,0,0,5380,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22541,5016417,26608451584,31035392,81505026048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22542,6013548,26617364480,31035392,81538580480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22543,8521892,26619486208,31035392,81538580480,3407861,0,1347878,0,0,0,0,0,0,0,0,3887,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22544,5438439,26632859648,31035392,81588912128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22545,5180405,26632859648,31035392,81588912128,3469867,0,1359399,0,0,0,0,0,0,0,0,4177,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22546,4261723,26634448896,31035392,81588912128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22547,3616552,26639704064,31035392,81605689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22548,4222318,26644705280,31035392,81622466560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22549,5691573,26639998976,24604672,81616035840,3443498,0,1339773,0,0,0,0,0,0,0,0,4288,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22550,5242451,26651066368,31035392,81639243776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22551,4499408,26660241408,31035392,81672798208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22552,4936178,26660241408,31035392,81672798208,3381763,0,1340975,0,0,0,0,0,0,0,0,4208,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22553,4187773,26661851136,31035392,81672798208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22554,3514882,26667094016,31031296,81689571328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22555,3983120,26671824896,31031296,81706348544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22556,5775361,26671824896,31031296,81706348544,3496408,0,1334302,0,0,0,0,0,0,0,0,3908,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22557,4242186,26672893952,31031296,81723125760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22558,3605752,26681552896,31031296,81739902976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22559,3816728,26681552896,31031296,81739902976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22560,5485177,26681552896,31031296,81739902976,3481640,0,1350062,0,0,0,0,0,0,0,0,4358,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22561,4186962,26684473344,31031296,81739902976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22562,4812646,26690256896,31031296,81756680192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22563,4217409,26690523136,31031296,81756680192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22564,6577656,26690523136,31031296,81756680192,3888642,0,1393463,0,0,0,0,0,0,0,0,5631,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22565,4920548,26691850240,31031296,81773457408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22566,4688673,26700767232,31031296,81790234624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22567,9668281,26707099648,31031296,81807011840,4646113,0,1346034,0,0,0,0,0,0,0,0,4599,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22568,5341518,26711822336,31035392,81823793152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22569,6964271,26716016640,31035392,81840570368,5370572,0,1335415,0,0,0,0,0,0,0,0,4138,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22570,4224954,26717859840,31035392,81840570368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22571,3648182,26724683776,31035392,81874124800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22572,9723966,26729709568,31035392,81874124800,5566961,0,1337719,0,0,0,0,0,0,0,0,3967,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22573,4244250,26734174208,31035392,81890902016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22574,3919060,26743345152,31035392,81924456448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22575,5733252,26738106368,24600576,81918021632,3450260,0,1343410,0,0,0,0,0,0,0,0,4098,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22576,5290051,26758901760,31031296,81958006784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22577,3195503,26763345920,31031296,81974784000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22578,3821797,26763345920,31031296,81974784000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22579,6365918,26763603968,31027200,81974779904,3592036,0,1344682,0,0,0,0,0,0,0,0,3978,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22580,4264487,26764414976,31027200,81974779904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22581,3614809,26773590016,31031296,82008338432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22582,6794232,26773856256,31031296,82008338432,5219669,0,1349241,0,0,0,0,0,0,0,0,4248,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22583,4254929,26774667264,31031296,82025115648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22584,4400513,26788827136,39878656,82050740224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22585,2349206,26793021440,39878656,82067517440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22586,8737596,26793291776,39882752,82067521536,4339068,0,1387342,0,190628,57438,5481,18946,15248,3317,7314,5219,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22587,6569871,26796736512,39895040,82067533824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22588,82959501,26815184896,39895040,82117865472,79485766,0,1337127,0,0,0,0,0,0,0,0,4428,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22589,24099636,26821775360,39895040,82134642688,18741517,0,5403865,0,0,0,0,0,0,0,0,11140,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22590,12574182,26824200192,39895040,82134642688,6189207,0,1397581,0,0,0,0,0,0,0,0,5430,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22591,19309513,26836598784,39895040,82168197120,14323322,0,1341826,0,0,0,0,0,0,0,0,4318,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22592,11545823,26847350784,39895040,82201751552,7111066,0,1344732,0,0,0,0,0,0,0,0,4529,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22593,14002410,26852356096,39895040,82218528768,10745782,0,1322841,0,0,0,0,0,0,0,0,4378,0,0,0.0,0.0,0.0,89.0,0.0,160.0
22594,4756770,26863099904,39895040,82235305984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,160.0
