Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
14698,2424317,5205647360,16752640,15992479744,1331447,0,212378,0,0,0,0,0,0,0,0,4599,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14699,3780851,5210349568,16752640,16009256960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14700,836710,5214543872,16752640,16026034176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14701,3211533,5214814208,16752640,16026034176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14702,835658,5214822400,16748544,16026030080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14703,3409915,5214822400,16748544,16026030080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14704,1114269,5214822400,16748544,16026030080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14705,3367225,5214822400,16748544,16026030080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14706,2268875,5214822400,16748544,16026030080,1147452,0,206066,0,0,0,0,0,0,0,0,4228,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14707,3682807,5219016704,16748544,16042807296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14708,824546,5223211008,16748544,16059584512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14709,3375019,5227642880,16748544,16076361728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14710,712096,5227642880,16748544,16076361728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14711,3469387,5227642880,16748544,16076361728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14712,2302298,5227642880,16748544,16076361728,1126913,0,208100,0,0,0,0,0,0,0,0,3226,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
14713,3757196,5232099328,16748544,16093138944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.0,2232.0,0.0,89.0,0.0,40.0
