Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
24376,15537719,6580289536,49111040,20839899136,11421600,0,1657980,0,0,0,0,0,0,0,0,13444,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24377,5090386,6588493824,49111040,20856676352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24378,4308069,6588764160,49111040,20856676352,1617263,0,401332,0,0,0,0,0,0,0,0,5590,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24379,4503095,6599000064,49111040,20890230784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24380,2564991,6599000064,49111040,20890230784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24381,3914581,6599000064,49111040,20890230784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24382,4853473,6598242304,47947776,20889067520,1651347,0,399259,0,0,0,0,0,0,0,0,4980,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24383,4385725,6610370560,47947776,20922621952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24384,3155468,6613315584,46698496,20938149888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24385,4032061,6613315584,46698496,20938149888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24386,4093787,6613315584,46698496,20938149888,1528637,0,391534,0,0,0,0,0,0,0,0,5340,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24387,4205938,6614876160,46698496,20938149888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24388,2478358,6619070464,46698496,20954927104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24389,3962922,6619070464,46698496,20954927104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
24390,4212861,6619070464,46698496,20954927104,1541671,0,381836,0,0,0,0,0,0,0,0,5059,0,0,3840.0,7440.0,0.0,125.0,0.0,40.0
