Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;473202688;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;48490789;478142464;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;146424;0;0;0;0;0;0;
3;4375075;478142464;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;1994;0;0;0;0;0;0;
4;2202701;478879744;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;1673;0;0;0;0;0;0;
5;3262589;487727104;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;
6;944251;487993344;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1603;0;0;0;0;0;0;
7;1004905;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1583;0;0;0;0;0;0;
8;674144;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
9;691567;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1503;0;0;0;0;0;0;
10;789430;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1703;0;0;0;0;0;0;
11;647374;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1723;0;0;0;0;0;0;
12;633157;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;0;0;
13;665348;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
14;649789;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
15;1153473;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1674;0;0;0;0;0;0;
16;784010;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1683;0;0;0;0;0;0;
17;1233092;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1794;0;0;0;0;0;0;
18;678122;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1523;0;0;0;0;0;0;
19;770705;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;
20;598062;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1533;0;0;0;0;0;0;
21;685685;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
22;598433;488263680;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;1543;0;0;0;0;0;0;
