Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;497131520;8122368;412495872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;37075992;501686272;8122368;412495872;25937703;0;0;0;0;0;0;0;0;0;0;110878;0;0;0;0;0;0;
3;3128447;501686272;8122368;412495872;530725;0;0;0;0;0;0;0;0;0;0;2245;0;0;0;0;0;0;
4;764584;502603776;8122368;412495872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;217357;502603776;8122368;412495872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2373782;511254528;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;241022;511254528;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;271940;511524864;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;232947;511524864;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;237215;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;208261;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;248386;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;207188;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;201408;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;192531;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;193313;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;200796;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;186630;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;193643;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;196759;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;202560;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;925486;512045056;8122368;446050304;706966;0;0;0;0;0;0;0;0;0;0;2444;0;0;0;0;0;0;
23;227376;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;196469;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;206868;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;200567;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;209293;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;193734;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;189566;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;191639;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;198583;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;208721;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;211867;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;197761;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;551674;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;304842;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;579737;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;212538;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;205416;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;213851;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;196499;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;214552;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;195707;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;197711;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;191179;512045056;8122368;446050304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
