Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472604672;8187904;395784192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36608555;477532160;8187904;395784192;25589330;0;0;0;0;0;0;0;0;0;0;131537;0;0;0;0;0;0;0;0;
3;3549016;477532160;8187904;395784192;929313;0;0;0;0;0;0;0;0;0;0;1713;0;0;0;0;0;0;0;0;
4;913233;477532160;8187904;395784192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;204514;477532160;8187904;395784192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;1940299;486809600;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;255499;487079936;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;235622;487079936;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;233638;487079936;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;250119;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;201579;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;202930;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;194294;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;200235;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;186961;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;188403;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;196438;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;189956;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;190276;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;186871;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;183113;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;674185;487350272;8187904;429338624;453129;0;0;0;0;0;0;0;0;0;0;2385;0;0;0;0;0;0;0;0;
23;202971;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;190206;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;209112;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;197951;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;202209;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;203642;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;193934;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;195106;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;189956;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;189826;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;196298;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;191850;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;208551;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;537889;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;197651;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;294102;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;593012;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;219311;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;203181;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;202239;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;202500;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;217387;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;195867;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;201608;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;194024;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;196698;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;203552;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;194926;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;185177;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;183615;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;192501;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;200065;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;197861;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;190186;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;206928;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;197540;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;195657;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;195938;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;193493;487350272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;193934;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;192261;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;213641;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;191189;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;205736;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;195487;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;199955;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;245450;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;203051;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;193893;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;189375;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;193593;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;221125;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;201328;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;194896;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;200065;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;209212;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;201569;488083456;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;202560;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;203432;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;194955;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;198221;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;233488;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;201859;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;198272;488640512;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;219231;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;212759;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;217037;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;1411236;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;1025363;488996864;8187904;429338624;780474;0;0;0;0;0;0;0;0;0;0;1312;0;0;0;0;0;0;0;0;
92;207960;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;200145;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;195797;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;205225;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;206036;488996864;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;205937;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;199054;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;191900;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;221656;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;201929;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;195096;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;248576;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;217308;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;193262;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;184767;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;212468;489910272;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
108;219141;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
109;187141;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
110;196258;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
111;196729;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
112;190949;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
113;224941;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
114;223308;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
115;209874;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
116;208541;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
117;218800;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
118;228869;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
119;226054;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
120;236914;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
121;238146;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
122;238517;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
123;237886;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
124;234240;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
125;225854;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
126;229300;490242048;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
127;236603;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
128;228177;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
129;234750;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
130;233778;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131;239459;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
132;234560;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
133;234520;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
134;229821;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
135;235191;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
136;234830;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
137;235111;490512384;8187904;429338624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
138;249007;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
139;252213;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140;238437;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
141;241442;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
142;224361;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
143;1806928;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
144;245280;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
145;225462;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
146;226856;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
147;219722;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
148;222017;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
149;236684;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
150;223068;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
151;750087;490782720;10940416;432091136;501611;0;0;0;0;0;0;0;0;0;0;1202;0;0;0;0;0;0;0;0;
152;250299;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
153;225423;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
154;223809;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
155;245471;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
156;223209;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
157;203111;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
158;194665;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
159;202660;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
160;193323;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
161;208471;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
162;208210;490782720;10940416;432091136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
