Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;471613440;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36290359;476581888;8179712;395776000;25761082;0;0;0;0;0;0;0;0;0;0;134122;0;0;0;0;0;0;0;0;
3;3563864;476581888;8179712;395776000;940725;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;0;0;
4;835266;476581888;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;204012;476581888;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2389061;486211584;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;256201;486481920;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;230242;486481920;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;220784;486481920;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;226515;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;243757;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;195707;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;190377;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;193644;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;189546;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;230112;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;189706;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;186991;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;190187;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;823715;486752256;8179712;429330432;607700;0;0;0;0;0;0;0;0;0;0;1783;0;0;0;0;0;0;0;0;
21;196248;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;190367;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;207239;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;190468;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;200826;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;191750;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;200666;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;198613;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;188874;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;188603;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;194294;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;204123;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;197160;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;514935;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;196499;486752256;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;306295;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;591970;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;218670;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;193663;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;201628;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;199234;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;191489;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;193093;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;197360;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;191499;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;189846;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;198543;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;198372;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;192571;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;189025;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;190598;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;196448;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;202360;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;196488;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;187361;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;188304;487043072;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;203131;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;189616;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;192351;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;193533;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;208862;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;210464;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;207219;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;192020;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;188944;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;273383;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;198672;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;189124;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;194715;487837696;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;197340;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;236193;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;204794;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;193934;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;194905;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;211868;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;198943;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;200596;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;191619;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;199594;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;196067;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;204955;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;189866;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;216165;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;199204;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;206708;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;205075;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;203752;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;216716;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;210825;488394752;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;208030;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;1442155;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;568937;489193472;8179712;429330432;318838;0;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;0;0;0;0;
93;199404;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;213180;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;212558;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;206147;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;195807;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;208040;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;207068;489193472;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;196779;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;254036;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;214452;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;183064;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;190938;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;187281;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;229441;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;211356;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
108;191759;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
109;192061;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
110;213049;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
111;193002;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
112;215404;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
113;217508;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
114;214372;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
115;207118;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
116;208902;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
117;213751;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
118;222006;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
119;213069;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
120;219011;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
121;214182;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
122;227326;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
123;220554;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
124;223069;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
125;220954;489693184;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
126;231885;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
127;225383;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
128;220033;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
129;223068;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
130;228258;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131;235161;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
132;225493;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
133;223449;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
134;224050;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
135;234109;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
136;240561;490024960;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
137;227406;490295296;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
138;223719;490295296;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
139;290104;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140;216997;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
141;228709;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
142;227878;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
143;237896;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
144;1800857;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
145;241693;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
146;214913;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
147;210985;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
148;214553;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
149;232676;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
150;656131;490295296;10928128;432078848;425678;0;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;0;0;0;0;
151;229461;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
152;221425;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
153;218149;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
154;215384;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
155;212459;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
156;222878;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
157;213530;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
158;212048;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
159;209904;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
160;223218;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
161;218900;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
162;199614;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
163;192050;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
164;194535;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
165;206547;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
166;196308;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
167;195818;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
168;225293;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
169;210244;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
170;218640;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
171;195276;490295296;10928128;432078848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
