Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;479477760;8155136;395751424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;37987972;484016128;8155136;395751424;0;0;0;0;0;0;0;0;0;0;0;109545;0;0;0;0;0;0;
3;3702514;484913152;8155136;395751424;0;0;0;0;0;0;0;0;0;0;0;1283;0;0;0;0;0;0;
4;1558944;484913152;8155136;395751424;0;0;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;0;0;
5;2996098;493764608;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1222;0;0;0;0;0;0;
6;1149385;494305280;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;0;
7;736070;494305280;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1132;0;0;0;0;0;0;
8;1096928;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
9;555572;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;
10;516058;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;0;0;
11;551754;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;0;0;
12;479579;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;0;0;0;0;
13;511609;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;0;0;
14;603191;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1052;0;0;0;0;0;0;
15;507832;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
16;990427;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;0;0;
17;977864;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;0;0;
18;497182;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1163;0;0;0;0;0;0;
19;491802;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
20;486452;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1142;0;0;0;0;0;0;
21;480521;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1162;0;0;0;0;0;0;
22;480190;496402432;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;0;0;
23;565571;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
24;557195;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
25;481974;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1123;0;0;0;0;0;0;
26;492894;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
27;482145;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1093;0;0;0;0;0;0;
28;489648;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;0;0;
29;481182;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
30;462006;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
31;666620;496787456;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;
32;474830;498331648;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;
33;459582;498331648;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;
34;495229;498331648;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
35;475823;498331648;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
36;503784;498331648;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0;0;0;
37;702307;500428800;8155136;429305856;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;
38;451536;500428800;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
39;659247;504623104;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1203;0;0;0;0;0;0;
40;471143;504623104;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
41;606288;504623104;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0;0;0;
42;544361;504623104;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1072;0;0;0;0;0;0;
43;528220;504623104;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1082;0;0;0;0;0;0;
44;526528;504893440;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;
45;496361;504893440;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;0;0;
46;517341;504893440;8155136;446083072;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;
