timestamp,cpu_percent,rss
1722732416.8343365,0.0,2771214336
1722732417.8348274,0.1,2774372352
1722732418.8352113,0.5,2783969280
1722732419.8355598,2.3,2849697792
1722732420.835904,2.1,2880167936
1722732421.8362741,2.6,2939719680
1722732422.8366308,4.6,2983104512
1722732423.836979,4.2,3003924480
1722732424.8373122,4.6,3041566720
1722732425.8377264,7.0,3144790016
1722732426.8380928,6.3,3192864768
1722732427.8385115,7.0,3300265984
1722732428.8391047,15.2,3535937536
1722732429.839626,36.1,3827290112
1722732430.8400712,38.4,4100853760
1722732431.8406732,44.7,4381175808
1722732432.841221,52.1,4671705088
1722732433.8416767,52.2,4965208064
1722732434.842334,56.0,5206695936
1722732435.8429265,62.6,5447847936
1722732436.8434691,61.5,5799473152
1722732437.8440332,66.8,6015401984
1722732438.84466,68.1,6330597376
1722732439.845317,67.0,6675877888
1722732440.845967,70.4,6992093184
1722732441.8464713,72.6,7277338624
1722732442.847071,70.5,7540588544
1722732443.8476558,71.8,7826264064
1722732444.8481853,74.3,8091504640
1722732445.8487778,72.9,8419024896
1722732446.8493586,73.1,8698863616
1722732447.8499365,75.5,8870498304
1722732448.8504577,75.0,9261953024
1722732449.8508701,75.6,9604829184
1722732450.8514137,78.2,9786507264
1722732451.851845,76.7,10150895616
1722732452.8523118,79.2,10418147328
1722732453.852748,79.5,10598428672
1722732454.8531985,77.8,10915782656
1722732455.853785,82.0,11216384000
1722732456.8541949,80.9,11418189824
1722732457.854583,78.7,11768238080
1722732458.8551912,81.5,11989934080
1722732459.855774,81.3,12220706816
1722732460.8561518,80.4,12428783616
1722732461.8566093,81.8,12625649664
1722732462.8570127,83.1,12897427456
1722732463.8574493,81.7,13023899648
1722732464.8578658,82.2,13024841728
1722732465.8582964,81.4,13032304640
1722732466.8586895,80.7,13031370752
1722732467.8592293,80.6,13029347328
1722732468.859683,79.1,13028683776
1722732469.860173,79.2,13039702016
1722732470.8605893,78.1,13029244928
1722732471.860964,77.2,13037821952
1722732472.8613582,75.8,13033500672
1722732473.8617823,76.0,13028880384
1722732474.8622155,76.3,13029769216
1722732475.862702,76.4,13027295232
1722732476.8631206,76.0,13030477824
1722732477.8635495,75.7,13047877632
1722732478.8639598,75.0,13033910272
1722732479.864363,74.2,13029732352
1722732480.864787,73.6,13033439232
1722732481.8652222,73.5,13042659328
1722732482.8656447,73.6,13049249792
1722732483.8660862,73.0,13050929152
1722732484.8665693,71.7,13044248576
1722732485.8670084,71.0,13052391424
1722732486.8674793,70.4,13046759424
1722732487.8679147,71.1,13063520256
1722732488.8683107,69.6,13068648448
1722732489.868712,70.3,13066301440
1722732490.8690946,69.8,13065953280
1722732491.8695304,70.8,13070364672
1722732492.8699307,69.3,13071429632
1722732493.870366,69.8,13072637952
1722732494.8708115,70.1,13074628608
1722732495.8712573,69.5,13076393984
1722732496.8717027,70.4,13074157568
1722732497.8721266,69.4,13074432000
1722732498.8725655,69.4,13079322624
1722732499.8729985,70.0,13082488832
1722732500.8734515,69.0,13092380672
1722732501.873858,69.8,13089046528
1722732502.874248,69.0,13102202880
1722732503.8746893,68.6,13097648128
1722732504.87515,70.3,13109510144
1722732505.875652,68.9,13117288448
1722732506.876079,69.7,13117657088
1722732507.8765311,69.0,13117562880
1722732508.876961,68.9,13117841408
1722732509.8774269,68.2,13118242816
1722732510.8778393,69.4,13123022848
1722732511.8782244,68.5,13124194304
1722732512.878662,69.7,13122658304
1722732513.8790743,69.1,13122650112
1722732514.8795304,69.1,13126176768
1722732515.8799882,68.6,13126799360
1722732516.880453,69.2,13129355264
1722732517.8808439,68.7,13134462976
1722732518.8812368,68.5,13135294464
1722732519.8816595,69.9,13143441408
1722732520.8820739,68.8,13143605248
1722732521.8824651,68.4,13146148864
1722732522.8828955,68.2,13144309760
1722732523.8832898,68.8,13159116800
1722732524.883721,69.3,13156163584
1722732525.884201,69.0,13165113344
1722732526.8846145,68.0,13169897472
1722732527.8850455,68.1,13169479680
1722732528.885459,69.3,13187641344
1722732529.8859472,69.5,13180698624
1722732530.8864129,69.2,13180907520
1722732531.8868613,68.5,13185634304
1722732532.8873112,69.0,13190623232
1722732533.8877428,68.8,13198893056
1722732534.8881826,67.8,13192114176
1722732535.8886926,68.5,13200789504
1722732536.8891206,68.7,13200928768
1722732537.889549,68.7,13203013632
1722732538.8899987,68.3,13204299776
1722732539.8904626,68.5,13204922368
1722732540.8909442,68.1,13204742144
1722732541.8913748,67.9,13211648000
1722732542.8918235,68.3,13211115520
1722732543.8922746,67.7,13211475968
1722732544.8927252,67.2,13221462016
1722732545.893204,68.6,13226074112
1722732546.8936427,68.0,13226315776
1722732547.8940568,68.0,13226266624
1722732548.8944578,67.5,13226237952
1722732549.8948941,66.9,13229940736
1722732550.8953102,67.6,13226496000
1722732551.8957398,67.7,13220200448
1722732552.896281,67.6,13216329728
1722732553.8967316,68.5,13225680896
1722732554.8971639,68.1,13228371968
1722732555.897613,67.3,13220921344
1722732556.8980527,67.6,13226496000
1722732557.898531,67.6,13219803136
1722732558.898935,67.5,13220777984
1722732559.8994563,67.5,13220503552
1722732560.8998966,67.5,13241094144
1722732561.90033,66.4,13242253312
1722732562.9009168,67.6,13244948480
1722732563.9013479,67.9,13256912896
1722732564.901776,67.9,13245120512
1722732565.9022799,66.6,13244792832
1722732566.9027658,67.2,13245124608
1722732567.9031644,67.0,13245177856
1722732568.9036672,67.6,13245382656
1722732569.9040945,67.2,13245775872
1722732570.90455,67.4,13245919232
1722732571.9049828,67.1,13252956160
1722732572.9054472,67.5,13248442368
1722732573.9059293,67.1,13251067904
1722732574.9063833,67.6,13258444800
1722732575.9069045,66.8,13275283456
1722732576.9073315,66.3,13267816448
1722732577.9081068,67.0,13274255360
1722732578.9085739,67.3,13263228928
1722732579.9090233,46.9,7929671680
1722732580.909514,44.2,7930941440
1722732581.9100094,44.6,7924822016
1722732582.9104576,45.7,7943778304
1722732583.9108717,45.4,7930818560
1722732584.9113386,45.6,7923646464
1722732585.9117558,45.4,7922384896
1722732586.912236,44.5,7943094272
1722732587.9126816,44.9,7925170176
1722732588.9131784,45.4,7934590976
1722732589.9137886,45.5,7930015744
1722732590.914433,37.7,7571664896
1722732591.9149373,4.1,2711973888
1722732592.915504,0.5,2713370624
1722732593.9159198,1.7,2713219072
1722732594.9164772,2.0,2726670336
