Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472399872;8183808;395780096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36013239;477143040;8183808;395780096;25770650;0;0;0;0;0;0;0;0;0;0;154089;0;0;0;0;0;0;0;0;
3;3538787;477995008;8183808;395780096;921959;0;0;0;0;0;0;0;0;0;0;2265;0;0;0;0;0;0;0;0;
4;761929;477995008;8183808;395780096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;204684;477995008;8183808;395780096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;1960998;487014400;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;255359;487014400;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;232436;487284736;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;228358;487284736;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;226174;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;252453;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;210866;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;239579;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;198392;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;202700;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;191479;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;186600;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;187000;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;191679;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;195847;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;197650;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;571942;487555072;8183808;429334528;362139;0;0;0;0;0;0;0;0;0;0;2484;0;0;0;0;0;0;0;0;
23;224721;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;193704;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;192030;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;187392;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;187481;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;210926;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;194625;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;201638;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;509105;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;220193;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;298069;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;564239;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;201007;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;203812;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;199274;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;206667;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;211116;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;196829;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;193954;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;196308;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;197019;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;209984;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;193042;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;186280;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;195377;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;208641;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;192461;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;192581;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;194234;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;201888;487555072;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;197250;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;195146;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;193032;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;190317;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;202219;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;196789;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;199745;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;212599;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;197310;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;232146;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;201718;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;204142;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;197791;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;209223;488058880;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;195917;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;217248;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;204874;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;203481;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;204203;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;194655;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;197390;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;218049;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;197030;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;229841;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;190297;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;191429;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;223679;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;220584;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;198773;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;204744;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;223739;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;203081;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;205496;488751104;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;206778;489508864;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;198542;489508864;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;1350793;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;228298;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;588394;489902080;8183808;429334528;377689;0;0;0;0;0;0;0;0;0;0;1212;0;0;0;0;0;0;0;0;
91;203422;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;208210;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;202770;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;205886;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;196729;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;203572;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;197791;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;195126;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;198943;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;200967;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;213680;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;196879;489902080;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;192541;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;232887;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;196518;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;197781;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;183815;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
108;188283;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
109;218560;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
110;199644;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
111;185838;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
112;189265;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
113;198262;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
114;195537;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
115;240581;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
116;216165;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
117;219973;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
118;219461;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
119;225563;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
120;218240;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
121;221426;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
122;225152;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
123;219772;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
124;223780;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
125;223099;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
126;229310;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
127;224822;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
128;232365;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
129;223268;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
130;233899;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
131;237776;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
132;240662;490352640;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
133;225483;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
134;228008;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
135;234690;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
136;238016;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
137;224301;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
138;230502;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
139;289603;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140;252484;490622976;8183808;429334528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
141;249447;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
142;237415;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
143;1921914;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
144;230062;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
145;222858;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
146;231565;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
147;218570;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
148;219692;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
149;221425;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
150;226876;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
151;217498;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
152;223259;490622976;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
153;683723;490893312;10936320;432087040;437981;0;0;0;0;0;0;0;0;0;0;1172;0;0;0;0;0;0;0;0;
154;226314;490893312;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
155;216536;490893312;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
156;225192;490893312;10936320;432087040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
