Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
15705,3317311,6558269440,18882560,20977442816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15706,3743971,6558269440,18882560,20977442816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15707,3070268,6558269440,18882560,20977442816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15708,5489494,6562975744,18882560,20994220032,1752787,0,471644,0,0,0,0,0,0,0,0,6582,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15709,3179292,6571364352,18882560,21027774464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15710,1237891,6571364352,18882560,21027774464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15711,3677136,6571364352,18882560,21027774464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15712,2858751,6571364352,18882560,21027774464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15713,5484566,6571618304,18882560,21027774464,1737899,0,466686,0,0,0,0,0,0,0,0,4378,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15714,4888207,6577152000,18882560,21044551680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15715,3721910,6577152000,18882560,21044551680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15716,3063055,6577152000,18882560,21044551680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15717,5482552,6581870592,18882560,21061328896,1716990,0,460774,0,0,0,0,0,0,0,0,4679,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15718,3166509,6586064896,18882560,21078106112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15719,3685432,6586064896,18882560,21078106112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15720,2924565,6586064896,18882560,21078106112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15721,5444691,6590775296,18882560,21094883328,1679279,0,458791,0,0,0,0,0,0,0,0,4929,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15722,4158409,6595477504,18882560,21111660544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15723,3709096,6595477504,18882560,21111660544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15724,2907322,6595477504,18882560,21111660544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15725,5499744,6604398592,18882560,21145214976,1738690,0,472546,0,0,0,0,0,0,0,0,5500,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15726,3335375,6608592896,18882560,21161992192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15727,3691003,6608592896,18882560,21161992192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15728,2882335,6608592896,18882560,21161992192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15729,3706952,6608592896,18882560,21161992192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15730,4816222,6608592896,18882560,21161992192,1768156,0,454372,0,0,0,0,0,0,0,0,5049,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15731,3991495,6617473024,18882560,21195546624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15732,2913033,6621913088,18882560,21212323840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15733,3767846,6621913088,18882560,21212323840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15734,4896854,6621913088,18882560,21212323840,1702644,0,456095,0,0,0,0,0,0,0,0,5530,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15735,3975726,6631350272,18882560,21245878272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15736,2886484,6631350272,18882560,21245878272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15737,3723854,6631350272,18882560,21245878272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15738,4824328,6631350272,18882560,21245878272,1680171,0,450034,0,0,0,0,0,0,0,0,5831,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15739,3867212,6636044288,18882560,21262655488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15740,20403334,6640754688,18882560,21279432704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15741,27610921,6650724352,18882560,21312987136,23812387,0,462107,0,0,0,0,0,0,0,0,4648,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15742,12433398,6660108288,18886656,21346545664,4184006,0,898685,0,0,0,0,0,0,0,0,7364,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15743,11420387,6674808832,18886656,21396877312,7339675,0,419226,0,0,0,0,0,0,0,0,2424,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15744,3151881,6674808832,18886656,21396877312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15745,3003173,6674808832,18886656,21396877312,1630247,0,432451,0,0,0,0,0,0,0,0,3967,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15746,3927926,6681620480,18886656,21430431744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15747,3368397,6686617600,28209152,21439754240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15748,1315026,6686617600,28209152,21439754240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15749,3728022,6686617600,28209152,21439754240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15750,3167069,6686773248,28205056,21439750144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15751,5647471,6695927808,28205056,21473304576,1839410,0,448170,0,0,0,0,0,0,0,0,4789,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15752,3613066,6705332224,28205056,21506859008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15753,1342728,6705332224,28205056,21506859008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15754,3734363,6705332224,28205056,21506859008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15755,4682712,6705332224,28205056,21506859008,1646458,0,455384,0,0,0,0,0,0,0,0,4558,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15756,3951310,6723088384,28205056,21573967872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15757,2985569,6724743168,18882560,21581422592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
15758,3626091,6724743168,18882560,21581422592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,50.0
