Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
14320,3839841,3494592512,14491648,11091271680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14321,3332380,3499032576,14491648,11108048896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14322,3771994,3499032576,14491648,11108048896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14323,2510458,3499032576,14491648,11108048896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14324,5089305,3499298816,14491648,11108048896,1415174,0,296747,0,0,0,0,0,0,0,0,5641,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14325,3423330,3504029696,14491648,11124826112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14326,3750934,3504295936,14491648,11124826112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14327,2201609,3504295936,14491648,11124826112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14328,3585925,3504295936,14491648,11124826112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14329,3768117,3504295936,14491648,11124826112,1282315,0,292248,0,0,0,0,0,0,0,0,4419,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14330,3852655,3509014528,14491648,11141603328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14331,3476780,3517403136,21897216,11165786112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
14332,1135459,3517403136,21897216,11165786112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,89.0,0.0,30.0
