timestamp,cpu_percent,rss
1722726088.708197,0.0,2718674944
1722726089.7085643,0.1,2730012672
1722726090.708948,0.4,2733244416
1722726091.7093415,2.6,2810728448
1722726092.709905,2.1,2846179328
1722726093.710284,2.6,2907725824
1722726094.7106552,4.6,2938204160
1722726095.7111938,4.2,2959167488
1722726096.711565,4.6,2993258496
1722726097.711975,6.6,3100942336
1722726098.7125251,6.3,3145420800
1722726099.7129211,7.3,3326418944
1722726100.713477,37.3,3637739520
1722726101.714065,39.2,3906031616
1722726102.7145147,37.0,4138160128
1722726103.715237,49.8,4429230080
1722726104.715799,49.5,4745969664
1722726105.7163107,50.8,4955508736
1722726106.7168803,57.9,5238165504
1722726107.717558,62.5,5479448576
1722726108.718147,61.4,5787086848
1722726109.7187822,63.8,6064168960
1722726110.719441,69.3,6289985536
1722726111.7200198,67.6,6690652160
1722726112.7205608,70.3,6950420480
1722726113.7210698,70.2,7198117888
1722726114.7216346,69.8,7560290304
1722726115.7221942,73.6,7791050752
1722726116.7227774,74.3,7959572480
1722726117.7233312,72.1,8322682880
1722726118.7238905,75.2,8582938624
1722726119.7244298,74.8,8730177536
1722726120.7249813,74.2,9054629888
1722726121.7253923,75.4,9220907008
1722726122.725933,76.3,9442840576
1722726123.7263534,75.3,9801359360
1722726124.7269108,77.8,9987305472
1722726125.7273426,77.3,10195804160
1722726126.727947,76.9,10335641600
1722726127.7283642,76.2,10346799104
1722726128.7287734,74.5,10346147840
1722726129.7291732,74.6,10341900288
1722726130.7295904,74.1,10346156032
1722726131.7300327,74.3,10338463744
1722726132.7305653,73.2,10347761664
1722726133.730981,72.2,10346528768
1722726134.7313714,69.9,10336645120
1722726135.7319264,71.1,10342924288
1722726136.7323816,70.9,10343485440
1722726137.732818,69.5,10340630528
1722726138.7332215,69.5,10350735360
1722726139.733619,68.4,10336190464
1722726140.7340548,67.5,10340376576
1722726141.734632,66.1,10344554496
1722726142.7350326,66.5,10352287744
1722726143.7354903,66.2,10338172928
1722726144.7359014,66.2,10339721216
1722726145.7363343,64.6,10343866368
1722726146.7367773,63.9,10350866432
1722726147.7372437,63.7,10347696128
1722726148.7376971,63.7,10342096896
1722726149.7380595,63.9,10339979264
1722726150.7384448,63.4,10338861056
1722726151.7388844,64.5,10335653888
1722726152.7393475,62.7,10348068864
1722726153.739781,63.6,10346827776
1722726154.740232,63.9,10365095936
1722726155.7406566,63.7,10362478592
1722726156.7410617,63.4,10367340544
1722726157.7415023,63.2,10361286656
1722726158.741875,62.7,10356969472
1722726159.7423558,63.6,10374709248
1722726160.7427995,63.5,10369425408
1722726161.7431867,63.2,10368765952
1722726162.743591,63.7,10371325952
1722726163.7440424,63.0,10380611584
1722726164.7444742,63.6,10380783616
1722726165.7449217,63.9,10389184512
1722726166.7453818,64.3,10389909504
1722726167.7458026,62.2,10389880832
1722726168.746222,62.7,10390192128
1722726169.7466738,63.2,10392875008
1722726170.7471354,64.5,10393100288
1722726171.747626,63.0,10393141248
1722726172.7480638,62.2,10393079808
1722726173.7484784,62.9,10398089216
1722726174.7489913,63.7,10400329728
1722726175.749537,62.0,10410004480
1722726176.750065,62.4,10412343296
1722726177.7505536,63.0,10420248576
1722726178.7510593,62.9,10423484416
1722726179.7514577,63.3,10423947264
1722726180.7518604,63.4,10425999360
1722726181.752282,62.1,10433650688
1722726182.7526972,60.9,10433937408
1722726183.7531302,62.4,10433884160
1722726184.7535841,62.2,10435121152
1722726185.7540646,62.7,10435465216
1722726186.7545674,61.7,10447921152
1722726187.7550063,62.6,10438111232
1722726188.755415,63.2,10444062720
1722726189.755828,62.7,10442706944
1722726190.7563164,63.1,10449641472
1722726191.7567136,62.0,10450141184
1722726192.7571695,62.5,10450595840
1722726193.757614,62.2,10454999040
1722726194.7580142,63.0,10455539712
1722726195.7586508,61.5,10464071680
1722726196.7591686,62.4,10466013184
1722726197.7596314,62.3,10465607680
1722726198.7600803,61.5,10469703680
1722726199.7605104,62.6,10460336128
1722726200.7609813,62.4,10467844096
1722726201.761445,60.7,10467065856
1722726202.7619026,61.5,10466832384
1722726203.7624466,62.5,10468179968
1722726204.7629337,62.5,10467659776
1722726205.7634094,63.6,10472099840
1722726206.7638385,61.8,10473820160
1722726207.764312,62.5,10471047168
1722726208.7647536,61.4,10467889152
1722726209.765208,62.0,10472017920
1722726210.765655,61.2,10468663296
1722726211.7662516,61.9,10468974592
1722726212.766824,61.3,10470146048
1722726213.7673552,61.9,10461200384
1722726214.7678213,61.4,10473451520
1722726215.7682629,60.3,10479185920
1722726216.768771,61.8,10474852352
1722726217.7693927,60.7,10462175232
1722726218.7699327,61.4,10472161280
1722726219.7704182,61.1,10472460288
1722726220.770875,61.7,10467508224
1722726221.7713487,61.7,10469670912
1722726222.7718055,60.8,10481201152
1722726223.7722843,62.0,10473111552
1722726224.7727072,62.0,10462126080
1722726225.773132,60.8,10462666752
1722726226.7735817,60.9,10462855168
1722726227.7740216,60.9,10490437632
1722726228.774487,62.0,10489913344
1722726229.7749188,61.0,10475827200
1722726230.7753549,61.4,10476580864
1722726231.7757957,60.4,10472095744
1722726232.7762578,61.0,10476785664
1722726233.7767045,60.4,10499264512
1722726234.7772326,60.1,10503663616
1722726235.7777326,60.2,10495717376
1722726236.7782795,61.4,10504663040
1722726237.7787764,60.2,10509357056
1722726238.7793038,60.3,10531307520
1722726239.7797754,61.2,10519085056
1722726240.780247,61.7,10527166464
1722726241.780764,61.3,10525122560
1722726242.7813056,41.3,6485102592
1722726243.7817194,35.6,6497652736
1722726244.7821739,35.5,6485934080
1722726245.7826922,34.6,6486478848
1722726246.7830057,35.8,6497968128
1722726247.7835383,35.6,6501498880
1722726248.78402,35.1,6507675648
1722726249.784571,34.9,6509834240
1722726250.7850616,34.8,6510723072
1722726251.7855058,35.0,6510465024
1722726252.786027,35.6,6503145472
1722726253.7865803,35.4,6508888064
1722726254.7872255,35.3,6519115776
1722726255.7878492,35.5,6525575168
1722726256.788436,35.3,6520090624
1722726257.7889555,35.6,6520721408
1722726258.789409,35.5,6520147968
1722726259.7898507,35.5,6525976576
1722726260.7904062,35.4,6528905216
1722726261.7908826,34.7,6528389120
1722726262.791338,34.6,6528929792
1722726263.7918644,35.0,6527348736
1722726264.792421,35.0,6529216512
1722726265.792856,34.5,6529216512
1722726266.7933323,35.3,6529417216
1722726267.7938716,34.8,6553198592
1722726268.794335,34.8,6546219008
1722726269.79483,34.7,6546964480
1722726270.7953722,34.2,6546305024
1722726271.7958379,34.5,6562246656
1722726272.7961676,35.1,6559260672
1722726273.7966282,34.9,6558601216
1722726274.7971156,34.7,6559117312
1722726275.797653,35.0,6569832448
1722726276.7981734,34.8,6570319872
1722726277.7986348,34.7,6570233856
1722726278.7991774,34.4,6570692608
1722726279.7997339,35.1,6563540992
1722726280.8002124,34.7,6565814272
1722726281.800666,30.6,6313771008
1722726282.801176,3.2,2666885120
1722726283.8016453,0.4,2672930816
1722726284.8020427,1.9,2668929024
1722726285.8025744,1.9,2673082368
