Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472043520;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;40201042;476569600;8339456;395935744;26159048;0;0;0;0;0;0;0;0;0;0;119805;0;0;0;0;0;0;
3;3559816;477245440;8339456;395935744;929012;0;0;0;0;0;0;0;0;0;0;1834;0;0;0;0;0;0;
4;862878;477245440;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;205275;477245440;8339456;395935744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;1890085;486277120;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;249017;486277120;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;224631;486547456;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;231073;486547456;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;239168;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;235662;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;199824;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;190457;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;204303;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;193894;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;191278;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;192812;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;190046;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;199354;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;189475;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;186229;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;184616;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;694703;486817792;8339456;429490176;474921;0;0;0;0;0;0;0;0;0;0;1743;0;0;0;0;0;0;
24;208451;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;192451;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;211918;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;196178;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;200917;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;192251;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;185158;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;192320;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;196499;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;193132;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;192300;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;194285;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;532027;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;207079;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;281578;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;597601;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;202249;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;209733;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;206547;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;196308;486817792;8339456;429490176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
