Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;473726976;8245248;395841536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;37276517;478904320;8245248;395841536;26236573;0;0;0;0;0;0;0;0;0;0;138610;0;0;0;0;0;0;0;0;
3;3278258;478904320;8245248;395841536;696356;0;0;0;0;0;0;0;0;0;0;2344;0;0;0;0;0;0;0;0;
4;942277;478904320;8245248;395841536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;226204;478904320;8245248;395841536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2198943;488411136;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;266650;488681472;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;225423;488681472;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;254547;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;236654;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;195126;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;193283;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;192060;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;202519;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;193904;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;194114;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;186229;488951808;8245248;429395968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
