timestamp,cpu_percent,rss
1722719843.0221813,16.7,2741383168
1722719844.0225916,0.1,2806661120
1722719845.0229955,0.3,2814889984
1722719846.02337,2.3,2879119360
1722719847.0238848,2.1,2913800192
1722719848.0242708,2.4,2966614016
1722719849.0246544,4.7,3007664128
1722719850.025175,4.2,3034021888
1722719851.0255365,4.6,3070185472
1722719852.0259082,6.6,3176423424
1722719853.0264547,6.3,3213770752
1722719854.0268385,6.9,3328716800
1722719855.0272534,25.7,3605696512
1722719856.027865,38.0,3894304768
1722719857.0285795,39.3,4154540032
1722719858.029154,44.0,4406599680
1722719859.029686,53.2,4666511360
1722719860.0302668,51.1,5032349696
1722719861.0307815,56.8,5275660288
1722719862.031276,62.7,5561384960
1722719863.0318832,63.5,5909286912
1722719864.0324676,65.6,6062092288
1722719865.0330827,68.5,6375108608
1722719866.033657,67.0,6711922688
1722719867.0342004,69.5,6959026176
1722719868.0347672,70.9,7302684672
1722719869.0353124,70.1,7614062592
1722719870.0358858,71.6,7943430144
1722719871.036456,75.0,8158822400
1722719872.0369654,72.8,8460857344
1722719873.0375009,73.9,8746287104
1722719874.0380077,75.6,8874332160
1722719875.0384417,74.8,9251549184
1722719876.0388997,76.3,9520939008
1722719877.0394738,77.3,9669386240
1722719878.0400307,76.2,9954906112
1722719879.0404778,77.5,10209652736
1722719880.040886,78.2,10338918400
1722719881.04132,77.5,10670473216
1722719882.0417135,79.4,10931593216
1722719883.0421405,79.1,11148521472
1722719884.0427196,79.1,11312099328
1722719885.0431821,79.0,11330060288
1722719886.0436106,78.6,11341213696
1722719887.044055,77.8,11335897088
1722719888.044496,76.7,11327188992
1722719889.0448854,75.9,11340374016
1722719890.0453007,75.4,11328495616
1722719891.0456786,73.9,11332575232
1722719892.0461133,72.7,11343192064
1722719893.0465026,73.2,11335499776
1722719894.046885,72.1,11330236416
1722719895.047313,71.9,11324690432
1722719896.0476925,72.1,11331608576
1722719897.048118,71.4,11339956224
1722719898.0485985,70.6,11335008256
1722719899.0490415,69.6,11335364608
