Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
9393;334217;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9394;3360963;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9395;1848327;521846784;18702336;458727424;556484;0;11722;0;0;0;0;0;0;2755;0;0;0;9;0;0;
9396;863349;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9397;339987;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9398;784141;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9399;338795;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9400;3402051;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9401;1199098;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9402;881453;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9403;345979;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9404;811983;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9405;407214;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9406;3375891;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9407;1227462;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9408;1434670;521846784;18702336;458727424;999264;0;11391;0;0;0;0;0;0;2625;0;0;0;9;0;0;
9409;345538;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9410;807705;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9411;341501;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9412;3399635;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9413;1219938;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9414;842570;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9415;332704;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9416;824746;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9417;334657;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9418;3373527;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9419;1271605;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9420;828524;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9421;329188;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9422;783208;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9423;936396;521846784;18702336;458727424;559199;0;11241;0;0;0;0;0;0;2826;0;0;0;9;0;0;
9424;3422519;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9425;1247499;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9426;863779;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9427;334307;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9428;815950;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9429;332664;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9430;3415876;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9431;1206412;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9432;835286;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9433;366688;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9434;805460;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9435;330189;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9436;3393063;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9437;1895144;521846784;18702336;458727424;592271;0;10890;0;0;0;0;0;0;2705;0;0;0;9;0;0;
9438;816241;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9439;332063;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9440;817453;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9441;332403;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9442;3412389;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9443;1316169;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9444;817523;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9445;333045;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9446;784251;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9447;332183;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9448;3388135;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9449;1815605;521846784;18702336;458727424;547326;0;10750;0;0;0;0;0;0;2284;0;0;0;9;0;0;
9450;867978;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9451;345067;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9452;839053;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9453;341300;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9454;3409945;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9455;1320847;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9456;823906;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9457;344016;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9458;775204;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9459;330570;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9460;3401569;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9461;1240005;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9462;913002;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9463;938110;521846784;18702336;458727424;565812;0;13115;0;0;0;0;0;0;2886;0;0;0;9;0;0;
9464;849714;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9465;336992;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9466;3373507;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9467;1213005;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9468;851567;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9469;335339;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9470;827843;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9471;338014;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9472;3409144;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9473;1239875;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9474;815319;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9475;340689;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9476;819437;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9477;936506;521846784;18702336;458727424;547637;0;10290;0;0;0;0;0;0;2625;0;0;0;9;0;0;
9478;3401248;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9479;1303184;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9480;828033;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9481;332414;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9482;791094;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9483;327434;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9484;3413331;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9485;1197616;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9486;828354;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9487;403016;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9488;814307;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9489;330449;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9490;3381882;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9491;1728462;521846784;18702336;458727424;553367;0;11141;0;0;0;0;0;0;3106;0;0;0;9;0;0;
9492;868839;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9493;335429;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9494;844373;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9495;334467;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9496;3408182;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9497;1256767;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9498;841228;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9499;326723;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9500;812715;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9501;330570;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9502;3378726;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9503;1241859;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9504;1440451;521846784;18702336;458727424;990888;0;12333;0;0;0;0;0;0;2695;0;0;0;9;0;0;
9505;348534;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9506;783259;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9507;325751;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9508;3392322;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9509;1163462;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9510;818806;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9511;344596;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9512;809538;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9513;336370;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9514;3402471;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9515;1209899;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9516;816381;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9517;330540;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9518;1391619;521846784;18702336;458727424;997210;0;12143;0;0;0;0;0;0;2644;0;0;0;9;0;0;
9519;328186;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9520;3401228;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9521;1164894;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9522;824456;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9523;322195;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9524;804759;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9525;322565;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9526;3410225;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9527;1139707;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9528;791955;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9529;319699;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9530;755937;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9531;322525;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9532;3378156;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9533;1736146;521846784;18702336;458727424;548579;0;11151;0;0;0;0;0;0;2644;0;0;0;9;0;0;
9534;854162;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9535;324097;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9536;810941;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9537;327705;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9538;3393975;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9539;1131181;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9540;807805;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9541;312667;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9542;754585;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9543;380834;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9544;3379017;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9545;1688827;521846784;18702336;458727424;532178;0;10830;0;0;0;0;0;0;2615;0;0;0;9;0;0;
9546;760937;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9547;330329;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9548;800661;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9549;324168;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9550;3393654;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9551;1127906;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9552;834986;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9553;319208;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9554;744477;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9555;318197;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9556;3369399;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9557;1050420;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9558;810961;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9559;316263;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9560;785283;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9561;890560;521846784;18702336;458727424;539733;0;10259;0;0;0;0;0;0;2425;0;0;0;9;0;0;
9562;3406107;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9563;1220319;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9564;799910;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9565;319259;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9566;734758;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9567;322796;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9568;3384677;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9569;1082881;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9570;806553;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9571;314300;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9572;759735;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9573;314349;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9574;3348289;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9575;1581426;521846784;18702336;458727424;542297;0;10920;0;0;0;0;0;0;3006;0;0;0;9;0;0;
9576;823715;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9577;325260;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9578;785814;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9579;321323;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9580;3379107;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9581;1019051;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9582;788388;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9583;304391;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9584;777247;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9585;309561;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9586;3352968;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9587;1032045;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9588;1371802;521846784;18702336;458727424;961744;0;11692;0;0;0;0;0;0;2595;0;0;0;9;0;0;
9589;329769;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9590;749625;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9591;321433;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9592;3374158;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9593;1017569;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9594;797555;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9595;342993;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9596;782287;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9597;384581;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9598;3360492;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9599;1047334;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9600;766267;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9601;310382;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9602;743033;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9603;300614;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9604;3364199;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9605;1647349;521846784;18702336;458727424;556413;0;11272;0;0;0;0;0;0;2625;0;0;0;9;0;0;
9606;817844;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9607;304882;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9608;771547;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9609;302998;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9610;3367075;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9611;1046313;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9612;786354;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9613;305693;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9614;719980;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9615;304861;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9616;3372214;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9617;1593208;521846784;18702336;458727424;532939;0;11772;0;0;0;0;0;0;2855;0;0;0;9;0;0;
9618;801202;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9619;300203;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9620;754675;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9621;314821;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9622;3394906;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9623;1063675;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9624;777468;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9625;303970;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9626;711825;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9627;314860;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9628;3369910;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9629;862848;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9630;753684;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9631;297668;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9632;755106;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9633;854252;521846784;18702336;458727424;527068;0;10821;0;0;0;0;0;0;2695;0;0;0;9;0;0;
9634;3383856;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9635;1033058;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9636;789481;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9637;296306;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9638;724409;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9639;308589;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9640;3376782;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9641;889247;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9642;769323;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9643;318767;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9644;772779;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9645;300073;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9646;3373296;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9647;1436734;521846784;18702336;458727424;536386;0;11011;0;0;0;0;0;0;2404;0;0;0;9;0;0;
9648;800091;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9649;307968;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9650;736140;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9651;370274;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9652;3373436;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9653;800582;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9654;715592;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9655;289272;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9656;770204;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9657;306204;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9658;3380850;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
9659;930124;521846784;18702336;458727424;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
