Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;472076288;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36572207;476659712;8179712;395776000;25740804;0;0;0;0;0;0;0;0;0;0;133871;0;0;0;0;0;0;0;0;
3;3474967;477454336;8179712;395776000;849383;0;0;0;0;0;0;0;0;0;0;2325;0;0;0;0;0;0;0;0;
4;844794;477454336;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;208090;477454336;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;213230;477454336;8179712;395776000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;2396093;486424576;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;249508;486424576;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;212188;486694912;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;248596;486694912;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;228989;486694912;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;223069;486965248;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;209162;486965248;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;252794;486965248;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;197741;486965248;8179712;429330432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
