Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;471658496;8306688;395902976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;37161822;477048832;8306688;395902976;26074259;0;0;0;0;0;0;0;0;0;0;111038;0;0;0;0;0;0;
3;3607596;477048832;8306688;395902976;993033;0;0;0;0;0;0;0;0;0;0;1894;0;0;0;0;0;0;
4;867336;477048832;8306688;395902976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;202820;477048832;8306688;395902976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;205055;477048832;8306688;395902976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;1921323;486555648;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;246933;486825984;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;226946;486825984;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;238518;486825984;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;235762;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;224401;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;198963;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;192000;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;189826;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;201959;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;188774;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;184796;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;189616;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;185919;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;196589;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;186420;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;577373;487096320;8306688;429457408;365025;0;0;0;0;0;0;0;0;0;0;2024;0;0;0;0;0;0;
24;250230;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;189525;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;197110;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;196178;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;215304;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;190447;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;190868;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;187361;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;198071;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;204333;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;196409;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;523582;487096320;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;232947;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;290054;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;576801;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;212689;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;207970;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;205496;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;199053;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;201007;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;197139;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;194175;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;193983;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;198853;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;202910;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;187792;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;189685;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;193573;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;190317;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;215705;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;194524;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;192892;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;205486;487346176;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;204343;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;205215;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;194675;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;191509;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;199283;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;275888;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;207319;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;201788;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;237235;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;207619;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;196038;487960576;8306688;429457408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
