Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;474644480;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;48115725;478281728;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;146435;0;0;0;0;0;0;
3;4451458;479301632;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;1863;0;0;0;0;0;0;
4;2086593;479301632;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;1573;0;0;0;0;0;0;
5;3526383;488341504;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1843;0;0;0;0;0;0;
6;1040972;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2304;0;0;0;0;0;0;
7;836529;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1833;0;0;0;0;0;0;
8;656872;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1532;0;0;0;0;0;0;
9;693771;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1714;0;0;0;0;0;0;
10;702848;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1944;0;0;0;0;0;0;
11;692749;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1593;0;0;0;0;0;0;
12;841939;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;
13;676889;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1563;0;0;0;0;0;0;
14;696767;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;
15;1007820;488882176;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1763;0;0;0;0;0;0;
16;790683;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1773;0;0;0;0;0;0;
17;1604720;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;
18;690525;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1553;0;0;0;0;0;0;
19;670016;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1803;0;0;0;0;0;0;
20;664156;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1784;0;0;0;0;0;0;
21;1110512;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2604;0;0;0;0;0;0;
22;879269;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2364;0;0;0;0;0;0;
23;965491;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2475;0;0;0;0;0;0;
24;866214;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2334;0;0;0;0;0;0;
25;960922;489283584;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2584;0;0;0;0;0;0;
26;907853;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2835;0;0;0;0;0;0;
27;836478;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2284;0;0;0;0;0;0;
28;1014172;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2334;0;0;0;0;0;0;
29;801323;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2274;0;0;0;0;0;0;
30;876294;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2264;0;0;0;0;0;0;
31;885190;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2445;0;0;0;0;0;0;
32;895910;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2485;0;0;0;0;0;0;
33;927038;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2264;0;0;0;0;0;0;
34;893035;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2314;0;0;0;0;0;0;
35;830809;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2325;0;0;0;0;0;0;
36;830677;490651648;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2314;0;0;0;0;0;0;
37;858230;490921984;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2504;0;0;0;0;0;0;
38;827001;490921984;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2214;0;0;0;0;0;0;
39;2495601;490921984;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2395;0;0;0;0;0;0;
40;896641;490921984;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2766;0;0;0;0;0;0;
41;850405;491720704;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2284;0;0;0;0;0;0;
42;897424;491720704;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2485;0;0;0;0;0;0;
43;6795153;491720704;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;3136;0;0;0;0;0;0;
44;14820735;492474368;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2996;0;0;0;0;0;0;
45;1256566;492474368;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2776;0;0;0;0;0;0;
46;1053115;492474368;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2375;0;0;0;0;0;0;
47;1044739;492474368;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2715;0;0;0;0;0;0;
48;981701;492474368;9732096;430882816;0;0;0;0;0;0;0;0;0;0;0;2475;0;0;0;0;0;0;
