Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;471908352;8228864;395825152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;36089412;476647424;8228864;395825152;25855830;0;0;0;0;0;0;0;0;0;0;142117;0;0;0;0;0;0;0;0;
3;3293737;476647424;8228864;395825152;646112;0;0;0;0;0;0;0;0;0;0;1854;0;0;0;0;0;0;0;0;
4;802795;476647424;8228864;395825152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
5;209323;476647424;8228864;395825152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;2483518;486154240;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
7;256030;486424576;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;249157;486424576;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;234821;486424576;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;244919;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;202149;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;197671;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;189415;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;202360;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;191569;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;187191;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;185057;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;188494;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;199865;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;191349;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;1076499;486694912;8228864;429379584;853791;0;0;0;0;0;0;0;0;0;0;2134;0;0;0;0;0;0;0;0;
22;214622;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;202460;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;209212;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;190617;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;192822;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;189465;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;195496;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;199054;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;193864;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;189685;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;204894;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;549200;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;207359;486694912;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;301305;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;622187;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;206146;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;202680;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;208240;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;213079;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;193432;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;194305;486977536;8228864;429379584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
