Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
17562,19993185,33187004416,39895040,116846702592,14923467,0,1301922,97713,0,0,0,0,0,0,0,7113,0,0,0.0,267.0,0.0,90.0
17563,15603002,33221079040,39895040,116964143104,8610047,0,1281293,97232,0,0,0,0,0,0,0,5290,0,0,0.0,267.0,0.0,90.0
17564,19289825,33273757696,39895040,117148692480,15802716,0,1260905,97352,0,0,0,0,0,0,0,3967,0,0,0.0,267.0,0.0,90.0
17565,19367752,33316642816,39895040,117299687424,14819783,0,2521749,158718,0,0,0,0,0,0,0,6753,0,0,0.0,267.0,0.0,90.0
17566,13262643,33349382144,39895040,117417127936,8233952,0,1260765,105118,0,0,0,0,0,0,0,4819,0,0,0.0,267.0,0.0,90.0
17567,3340324,33357778944,39890944,117450678272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,90.0
17568,16292044,33386364928,39890944,117551341568,11975619,0,1267246,88366,0,0,0,0,0,0,0,3957,0,0,0.0,267.0,0.0,90.0
17569,117504205,33414631424,39890944,117652004864,106273403,0,1268790,88636,0,0,0,0,0,0,0,5761,0,0,0.0,267.0,0.0,90.0
17570,129742948,33453907968,39890944,117752668160,122949116,0,5372475,318898,0,0,0,0,0,0,0,13945,0,0,0.0,267.0,0.0,90.0
17571,30430138,33488891904,39890944,117802999808,25132662,0,5011729,274183,0,0,0,0,0,0,0,12023,0,0,0.0,267.0,0.0,90.0
17572,18922977,33505243136,39899136,117853339648,11444533,0,2498295,167815,0,0,0,0,0,0,0,6522,0,0,0.0,267.0,0.0,90.0
17573,13770114,33519140864,39899136,117903671296,8787971,0,1260975,96902,0,0,0,0,0,0,0,4759,0,0,0.0,267.0,0.0,90.0
17574,18389738,33546809344,39899136,117987557376,13832822,0,1266735,98655,0,0,0,0,0,0,0,4609,0,0,0.0,267.0,0.0,90.0
17575,21314343,33574969344,39899136,118088220672,13390803,0,1259633,105227,0,0,0,0,0,0,0,4438,0,0,0.0,267.0,0.0,90.0
17576,38363306,33610612736,39899136,118172106752,34310475,0,2577714,184536,0,0,0,0,0,0,0,8336,0,0,0.0,267.0,0.0,90.0
17577,34634914,33642319872,39899136,118255992832,29563824,0,2611458,203232,0,0,0,0,0,0,0,7734,0,0,0.0,267.0,0.0,90.0
