Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
17624,17857921,37130072064,24035328,130588160000,10541530,0,1389085,93485,0,0,0,0,0,0,0,4819,0,0,0.0,267.0,0.0,100.0
17625,140107595,37161398272,24035328,130705600512,132014347,0,1559495,83006,0,0,0,0,0,0,0,7084,0,0,0.0,267.0,0.0,100.0
17626,117494628,37188300800,24035328,130806263808,111486689,0,5764801,337624,0,0,0,0,0,0,0,13063,0,0,0.0,267.0,0.0,100.0
17627,28823826,37228335104,31088640,130947534848,13654556,0,5872925,261271,0,0,0,0,0,0,0,12514,0,0,0.0,267.0,0.0,100.0
17628,19987534,37256105984,31088640,131048198144,11723045,0,2777729,160310,0,0,0,0,0,0,0,6783,0,0,0.0,267.0,0.0,100.0
17629,12970976,37276561408,31088640,131098529792,7788587,0,1397661,95530,0,0,0,0,0,0,0,4469,0,0,0.0,267.0,0.0,100.0
17630,19038334,37300928512,31088640,131199193088,8863913,0,1394385,91031,0,0,0,0,0,0,0,4067,0,0,0.0,267.0,0.0,100.0
17631,12816927,37320003584,31088640,131266301952,9653695,0,1408862,105848,0,0,0,0,0,0,0,5420,0,0,0.0,267.0,0.0,100.0
17632,16236409,37345398784,31088640,131350188032,11094497,0,1417318,111719,0,0,0,0,0,0,0,5902,0,0,0.0,267.0,0.0,100.0
17633,20179675,37364764672,31088640,131417296896,8081586,0,1419412,109184,0,0,0,0,0,0,0,4278,0,0,0.0,267.0,0.0,100.0
17634,15949712,37396692992,31088640,131534737408,13069270,0,1409754,113453,0,0,0,0,0,0,0,4669,0,0,0.0,267.0,0.0,100.0
17635,16198679,37419728896,31088640,131618623488,9989955,0,1399404,93214,0,0,0,0,0,0,0,4729,0,0,0.0,267.0,0.0,100.0
17636,20003614,37476626432,31088640,131819950080,12809282,0,1397050,69420,0,0,0,0,0,0,0,4499,0,0,0.0,267.0,0.0,100.0
17637,17500541,37523509248,31084544,131987718144,13164368,0,1395006,98925,0,0,0,0,0,0,0,4308,0,0,0.0,267.0,0.0,100.0
17638,20666899,37589721088,31084544,132239376384,15932399,0,1565376,74640,0,0,0,0,0,0,0,5109,0,0,0.0,267.0,0.0,100.0
17639,22468738,37640339456,31084544,132407148544,15760567,0,1406448,114635,0,0,0,0,0,0,0,4739,0,0,0.0,267.0,0.0,100.0
17640,24414837,37688590336,31084544,132574920704,21310926,0,2797837,165951,0,0,0,0,0,0,0,6964,0,0,0.0,267.0,0.0,100.0
17641,22280775,37750681600,31084544,132793024512,17584528,0,1398483,106420,0,0,0,0,0,0,0,4538,0,0,0.0,267.0,0.0,100.0
17642,20957073,37782761472,31084544,132910465024,16706981,0,1382613,127309,0,0,0,0,0,0,0,4127,0,0,0.0,267.0,0.0,100.0
17643,29896748,37832880128,31084544,133061459968,25623594,0,2834996,196839,0,0,0,0,0,0,0,8396,0,0,0.0,267.0,0.0,100.0
17644,18573482,37859680256,31084544,133145346048,12996884,0,1390307,91942,0,0,0,0,0,0,0,4959,0,0,0.0,267.0,0.0,100.0
17645,17259839,37888176128,31084544,133246009344,10206731,0,1402119,124614,0,0,0,0,0,0,0,4288,0,0,0.0,267.0,0.0,100.0
17646,20171269,37925392384,31084544,133380227072,17106471,0,2802936,178065,0,0,0,0,0,0,0,7162,0,0,0.0,267.0,0.0,100.0
17647,17648027,37962289152,31084544,133514444800,13126858,0,1384827,103434,0,0,0,0,0,0,0,4398,0,0,0.0,267.0,0.0,100.0
17648,22120284,37994848256,31084544,133631885312,16591025,0,1409103,112581,0,0,0,0,0,0,0,4499,0,0,0.0,267.0,0.0,100.0
17649,23072490,38037057536,31084544,133782880256,18771143,0,1450050,75792,0,0,0,0,0,0,0,5490,0,0,0.0,267.0,0.0,100.0
17650,18757428,38060331008,31084544,133849989120,13621927,0,2798489,175959,0,0,0,0,0,0,0,7114,0,0,0.0,267.0,0.0,100.0
17651,15404520,38087782400,31084544,133967429632,9082613,0,1421266,100217,0,0,0,0,0,0,0,4558,0,0,0.0,267.0,0.0,100.0
17652,25990422,38124318720,31084544,134068092928,22529712,0,1425443,92543,0,0,0,0,0,0,0,4449,0,0,0.0,267.0,0.0,100.0
17653,31236030,38155145216,31084544,134151979008,26738966,0,1410185,120446,0,0,0,0,0,0,0,4248,0,0,0.0,267.0,0.0,100.0
17654,20644797,38184800256,31084544,134252642304,14991956,0,2882476,146465,0,0,0,0,0,0,0,8225,0,0,0.0,267.0,0.0,100.0
