Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
15925,5937575,12907761664,27553792,44943978496,2214363,462677,462597,130845,0,0,0,0,0,0,0,8365,0,0,0.0,267.0,0.0,30.0
15926,3459227,12907761664,27553792,44943978496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15927,3726409,12907761664,27553792,44943978496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15928,2853512,12907761664,27553792,44943978496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15929,5903902,12914053120,27553792,44977532928,2047761,0,461195,192010,0,0,0,0,0,0,0,5139,0,0,0.0,267.0,0.0,30.0
15930,4773813,12940533760,27553792,45078196224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15931,2294302,12951781376,27553792,45111750656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15932,3854429,12951781376,27553792,45111750656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15933,4912704,12951781376,27553792,45111750656,1880347,0,465613,221285,0,0,0,0,0,0,0,5490,0,0,0.0,267.0,0.0,30.0
15934,3713224,12951781376,27553792,45111750656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15935,2652955,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15936,3652480,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15937,2676890,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15938,5406750,12951781376,27557888,45111754752,1693476,0,452288,70171,0,0,0,0,0,0,0,4319,0,0,0.0,267.0,0.0,30.0
15939,2669987,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15940,1609067,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15941,3803974,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15942,2878118,12951781376,27553792,45111750656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15943,5439280,12951781376,27553792,45111750656,1719084,0,478638,71253,0,0,0,0,0,0,0,4669,0,0,0.0,267.0,0.0,30.0
15944,3494634,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15945,3684470,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15946,2667854,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15947,3606524,12951781376,27557888,45111754752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,30.0
15948,4471406,12951781376,27557888,45111754752,1740704,0,459572,112120,0,0,0,0,0,0,0,4298,0,0,0.0,267.0,0.0,30.0
