Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
16443,4427924,23293214720,25522176,82170601472,2880141,0,988113,94117,0,0,0,0,0,0,0,4729,0,0,0.0,267.0,0.0,70.0
16444,3936131,23306809344,25522176,82220933120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16445,3587779,23323791360,25522176,82288041984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16446,3951430,23336611840,25522176,82338373632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16447,4166214,23336611840,25522176,82338373632,2629542,0,993463,70582,0,0,0,0,0,0,0,5620,0,0,0.0,267.0,0.0,70.0
16448,4043754,23341064192,25522176,82355150848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16449,4846018,23354683392,25526272,82405486592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16450,1877942,23364579328,25526272,82455818240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16451,13108263,23382380544,25526272,82506149888,9046075,0,1024111,123772,0,0,0,0,0,0,0,5320,0,0,0.0,267.0,0.0,70.0
16452,5935121,23400427520,25534464,82573266944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16453,8204577,23409061888,25534464,82606821376,5945761,0,1029280,135314,0,0,0,0,0,0,0,5420,0,0,0.0,267.0,0.0,70.0
16454,4484841,23421882368,25534464,82657153024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16455,2870213,23434702848,25534464,82707484672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16456,8721887,23438897152,25534464,82724261888,4815331,0,1014482,109595,0,0,0,0,0,0,0,4278,0,0,0.0,267.0,0.0,70.0
16457,3698607,23450406912,25534464,82774593536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16458,2003677,23461163008,25534464,82808147968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16459,8853433,23479148544,25534464,82875256832,4828054,0,988263,68028,0,0,0,0,0,0,0,3807,0,0,0.0,267.0,0.0,70.0
16460,4244721,23487795200,25534464,82925588480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16461,1494533,23492251648,25530368,82925584384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16462,3771763,23501099008,25530368,82959138816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16463,4628340,23501357056,25530368,82959138816,2839726,0,990328,111088,0,0,0,0,0,0,0,3977,0,0,0.0,267.0,0.0,70.0
16464,3976127,23506280448,25530368,82975916032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16465,4113294,23520145408,25530368,83026247680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16466,4068119,23530369024,25530368,83059802112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16467,4357082,23530360832,25522176,83059793920,2382959,0,997310,86833,0,0,0,0,0,0,0,4599,0,0,0.0,267.0,0.0,70.0
16468,3941442,23540293632,25522176,83093348352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16469,2933982,23552081920,25522176,83143680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16470,3797682,23572217856,25522176,83210788864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16471,5795329,23576952832,25522176,83227566080,3951711,0,999985,124463,0,0,0,0,0,0,0,4198,0,0,0.0,267.0,0.0,70.0
16472,6082517,23607558144,25522176,83345006592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16473,3951270,23621144576,25522176,83395338240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16474,9413243,23630876672,25522176,83428892672,5423271,0,989696,109776,0,0,0,0,0,0,0,5009,0,0,0.0,267.0,0.0,70.0
16475,4118674,23653044224,25530368,83512786944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16476,1708675,23657238528,25530368,83529564160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16477,4102243,23669297152,25530368,83563118592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16478,6912143,23673757696,25530368,83579895808,2901461,0,1013852,117721,0,0,0,0,0,0,0,18705,0,0,0.0,267.0,0.0,70.0
16479,3309616,23685025792,25530368,83630227456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16480,4251112,23707262976,25530368,83714113536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16481,5615822,23714054144,25530368,83730890752,2692880,0,992682,62137,0,0,0,0,0,0,0,12483,0,0,0.0,267.0,0.0,70.0
16482,3861271,23723462656,25530368,83764445184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16483,4922381,23732858880,25530368,83814776832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16484,1601764,23737593856,25530368,83814776832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16485,6984028,23740219392,25530368,83831554048,3025925,0,998382,83978,0,0,0,0,0,0,0,3927,0,0,0.0,267.0,0.0,70.0
16486,3689860,23755132928,25530368,83881885696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16487,1670022,23759581184,25522176,83898654720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16488,3710288,23768465408,25522176,83932209152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16489,1835462,23768465408,25522176,83932209152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16490,6306307,23769247744,25522176,83932209152,2573026,0,1000707,112451,0,0,0,0,0,0,0,4458,0,0,0.0,267.0,0.0,70.0
16491,5103521,23790964736,25522176,84016095232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16492,3704697,23795159040,25522176,84032872448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16493,1401999,23795159040,25522176,84032872448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16494,6052170,23795937280,25522176,84032872448,2338095,0,1000927,81292,0,0,0,0,0,0,0,12132,0,0,0.0,267.0,0.0,70.0
16495,3657920,23816318976,25522176,84116758528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16496,3958233,23832768512,25522176,84167090176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16497,2263254,23837999104,25522176,84183867392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16498,6960443,23845056512,25522176,84217421824,3168542,0,985308,83556,0,0,0,0,0,0,0,3988,0,0,0.0,267.0,0.0,70.0
16499,3664592,23865229312,25522176,84284530688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16500,3806829,23873867776,25522176,84318085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16501,1510593,23873867776,25522176,84318085120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16502,6065856,23878569984,25522176,84334862336,2317426,0,1000676,96301,0,0,0,0,0,0,0,4288,0,0,0.0,267.0,0.0,70.0
16503,4612279,23894241280,25522176,84401971200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16504,3782623,23904993280,25522176,84435525632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16505,1678097,23904993280,25522176,84435525632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16506,3639826,23904993280,25522176,84435525632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16507,5773106,23904993280,25522176,84435525632,2877005,0,1028659,89287,0,0,0,0,0,0,0,5219,0,0,0.0,267.0,0.0,70.0
16508,4082606,23912304640,25522176,84469080064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16509,3953565,23925145600,25518080,84519407616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16510,9946103,23936397312,25518080,84552962048,5965157,0,1013520,79519,0,0,0,0,0,0,0,5751,0,0,0.0,267.0,0.0,70.0
16511,5240197,23953154048,25530368,84620083200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16512,1443367,23955521536,25530368,84620083200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16513,8841121,23964446720,25530368,84653637632,4814969,0,1018731,126417,0,0,0,0,0,0,0,5471,0,0,0.0,267.0,0.0,70.0
16514,5226622,23987478528,25534464,84754305024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16515,1803082,23992193024,25534464,84754305024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16516,3849249,23997468672,25534464,84771082240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16517,4748565,24001925120,25534464,84787859456,2912613,0,998893,92544,0,0,0,0,0,0,0,4588,0,0,0.0,267.0,0.0,70.0
16518,3993139,24015011840,25534464,84838191104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16519,2823084,24024141824,25534464,84871745536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16520,1404114,24024403968,25534464,84871745536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16521,7026938,24033562624,25534464,84905299968,3083483,0,989606,86562,0,0,0,0,0,0,0,4137,0,0,0.0,267.0,0.0,70.0
16522,3465730,24051367936,25534464,84972408832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16523,1753809,24051630080,25530368,84989181952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16524,4017545,24064966656,25530368,85022736384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
16525,1529398,24064966656,25530368,85022736384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,70.0
