Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
15477,5593469,17514176512,21618688,61966917632,2778972,627968,730350,145052,0,0,0,0,0,0,0,8326,0,0,0.0,267.0,0.0,50.0
15478,4037772,17528045568,21618688,62017249280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15479,3919100,17528057856,21614592,62017245184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15480,3708885,17528057856,21614592,62017245184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15481,5516976,17522634752,14340096,62009970688,2631345,0,742742,195647,0,0,0,0,0,0,0,5700,0,0,0.0,267.0,0.0,50.0
15482,3955057,17537822720,14340096,62077079552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15483,6523965,17571844096,21618688,62201798656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15484,10356382,17588072448,21618688,62252130304,7759351,0,742943,255288,0,0,0,0,0,0,0,5750,0,0,0.0,267.0,0.0,50.0
15485,4499588,17598791680,21618688,62285684736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15486,3478854,17603698688,21618688,62302461952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15487,5973863,17612587008,21618688,62336016384,2095350,0,732534,110928,0,0,0,0,0,0,0,5310,0,0,0.0,267.0,0.0,50.0
15488,4444195,17617563648,21626880,62352801792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15489,1286653,17622016000,21626880,62369579008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15490,3694839,17622016000,21626880,62369579008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15491,4392818,17622016000,21626880,62369579008,2225784,0,741210,117831,0,0,0,0,0,0,0,5780,0,0,0.0,267.0,0.0,50.0
15492,4036751,17631174656,21626880,62403133440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15493,2816993,17635368960,21626880,62419910656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15494,1382102,17635368960,21626880,62419910656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15495,3826256,17635368960,21626880,62419910656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15496,4942299,17635536896,21618688,62419902464,2209935,0,734537,81332,0,0,0,0,0,0,0,5450,0,0,0.0,267.0,0.0,50.0
15497,4014749,17640951808,21618688,62436679680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15498,4987704,17645395968,21618688,62453456896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15499,3722591,17645395968,21618688,62453456896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15500,5266727,17645395968,21618688,62453456896,2255119,0,744607,142067,0,0,0,0,0,0,0,5219,0,0,0.0,267.0,0.0,50.0
15501,4092255,17652113408,21618688,62487011328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15502,3286604,17656303616,21614592,62487007232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15503,3709838,17656303616,21614592,62487007232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15504,4571924,17656303616,21614592,62487007232,2292950,0,760015,118623,0,0,0,0,0,0,0,5630,0,0,0.0,267.0,0.0,50.0
15505,3989182,17665458176,21614592,62520561664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15506,3083924,17665458176,21618688,62520565760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15507,1197636,17665458176,21618688,62520565760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15508,3673830,17665458176,21618688,62520565760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15509,5010607,17665458176,21618688,62520565760,2207310,0,734317,70823,0,0,0,0,0,0,0,5441,0,0,0.0,267.0,0.0,50.0
15510,3937615,17673846784,21618688,62554120192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15511,4016593,17678569472,21618688,62570897408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15512,1137603,17678569472,21618688,62570897408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15513,3682486,17678569472,21618688,62570897408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15514,4930076,17678569472,21618688,62570897408,2204855,0,731111,85170,0,0,0,0,0,0,0,5179,0,0,0.0,267.0,0.0,50.0
15515,4040327,17687482368,21618688,62604451840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15516,3904382,17692438528,21618688,62621229056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15517,3631541,17692438528,21618688,62621229056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15518,5032327,17692438528,21618688,62621229056,2205927,0,741651,122710,0,0,0,0,0,0,0,5029,0,0,0.0,267.0,0.0,50.0
15519,4082807,17700827136,21618688,62654783488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15520,3365662,17705021440,21618688,62671560704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15521,1591324,17705021440,21614592,62671556608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15522,6091474,17705287680,21614592,62671556608,2166063,0,734277,71735,0,0,0,0,0,0,0,5140,0,0,0.0,267.0,0.0,50.0
15523,4158879,17709481984,32305152,62682247168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15524,1579993,17713676288,32305152,62699024384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15525,3918118,17713676288,32305152,62699024384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15526,2486513,17713676288,32305152,62699024384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15527,5899994,17718927360,32305152,62715801600,2116619,0,739717,80210,0,0,0,0,0,0,0,5230,0,0,0.0,267.0,0.0,50.0
15528,5636170,17728622592,32305152,62749356032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15529,3754291,17728622592,32305152,62749356032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15530,4989718,17728622592,32305152,62749356032,2212409,0,737373,131216,0,0,0,0,0,0,0,5129,0,0,0.0,267.0,0.0,50.0
15531,3945560,17738072064,32305152,62782910464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15532,3223005,17746722816,32305152,62816464896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15533,1310207,17742532608,21618688,62805778432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15534,3649595,17742532608,21618688,62805778432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15535,4666883,17742528512,21614592,62805774336,2173547,0,732944,110918,0,0,0,0,0,0,0,5330,0,0,0.0,267.0,0.0,50.0
15536,3980324,17756364800,21614592,62856105984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15537,3611533,17764986880,21614592,62889660416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15538,1546941,17765244928,21614592,62889660416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15539,3810366,17765244928,21614592,62889660416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15540,4865725,17765244928,21614592,62889660416,2144442,0,734468,75742,0,0,0,0,0,0,0,5510,0,0,0.0,267.0,0.0,50.0
15541,3938076,17773883392,21614592,62923214848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15542,2793739,17773883392,21618688,62923218944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15543,1093040,17773883392,21618688,62923218944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15544,3665744,17773883392,21618688,62923218944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
15545,4895140,17773883392,21618688,62923218944,2161544,0,740680,76153,0,0,0,0,0,0,0,5821,0,0,0.0,267.0,0.0,50.0
15546,3916916,17791447040,21618688,62973550592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,50.0
