Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
16220,31652781,16031850496,18382848,56427200512,18059339,462177,1175424,413064,0,0,0,0,0,0,0,13826,0,0,0.0,267.0,0.0,40.0
16221,48908733,16044933120,18386944,56477536256,29195672,0,1149235,227676,0,0,0,0,0,0,0,7064,0,0,0.0,267.0,0.0,40.0
16222,19236336,16099061760,18391040,56678866944,13831570,0,1188729,180489,0,0,0,0,0,0,0,8447,0,0,0.0,267.0,0.0,40.0
16223,9527778,16103772160,18399232,56695652352,3342488,0,1156268,134382,0,0,0,0,0,0,0,6612,0,0,0.0,267.0,0.0,40.0
16224,4231065,16103772160,18399232,56695652352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16225,3130631,16108220416,18399232,56712429568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16226,5833971,16108220416,18399232,56712429568,1942813,0,598532,93065,0,0,0,0,0,0,0,4739,0,0,0.0,267.0,0.0,40.0
16227,4161033,16118648832,18399232,56745984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16228,1635627,16118898688,18399232,56745984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16229,3843588,16123092992,18399232,56762761216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16230,4342484,16123187200,18386944,56762748928,2022603,0,589966,129203,0,0,0,0,0,0,0,5601,0,0,0.0,267.0,0.0,40.0
16231,3990744,16127885312,18386944,56779526144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16232,3460029,16128155648,18386944,56779526144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16233,3682115,16132349952,18386944,56796303360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16234,2320712,16132349952,18382848,56796299264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16235,5723764,16132603904,18382848,56796299264,1971347,0,584787,80631,0,0,0,0,0,0,0,5069,0,0,0.0,267.0,0.0,40.0
16236,3694388,16136798208,18382848,56813076480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16237,1203708,16136798208,18382848,56813076480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16238,3662860,16136798208,18382848,56813076480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16239,2793549,16136798208,18382848,56813076480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.0,0.0,40.0
16240,5737610,16137052160,18382848,56813076480,1993107,0,601348,72887,0,0,0,0,0,0,0,5620,0,0,0.0,267.0,0.0,40.0
