Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;PropInputBlocks;PropActiveLogicBlocks;CheckGateState;StatisticsSystem;GhostSimulationSystemGroup;PredictedSimulationSystemGroup;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
1;0;479424512;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;47927152;484401152;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;129152;0;0;0;0;0;0;
3;4264297;484401152;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;2395;0;0;0;0;0;0;
4;2108124;484401152;9670656;397266944;0;0;0;0;0;0;0;0;0;0;0;2314;0;0;0;0;0;0;
5;2751120;493711360;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1553;0;0;0;0;0;0;
6;1101977;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2094;0;0;0;0;0;0;
7;763142;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1683;0;0;0;0;0;0;
8;653666;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1783;0;0;0;0;0;0;
9;582062;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1654;0;0;0;0;0;0;
10;736942;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1693;0;0;0;0;0;0;
11;659347;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1763;0;0;0;0;0;0;
12;896111;494252032;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1864;0;0;0;0;0;0;
13;1252710;494587904;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1723;0;0;0;0;0;0;
14;2374333;494587904;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2024;0;0;0;0;0;0;
15;1130610;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1903;0;0;0;0;0;0;
16;743825;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2064;0;0;0;0;0;0;
17;794640;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1934;0;0;0;0;0;0;
18;764584;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2184;0;0;0;0;0;0;
19;724418;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2014;0;0;0;0;0;0;
20;721633;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1954;0;0;0;0;0;0;
21;779362;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2013;0;0;0;0;0;0;
22;899307;494972928;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2144;0;0;0;0;0;0;
23;906129;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2064;0;0;0;0;0;0;
24;740469;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2033;0;0;0;0;0;0;
25;898835;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2053;0;0;0;0;0;0;
26;843492;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1843;0;0;0;0;0;0;
27;660850;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1823;0;0;0;0;0;0;
28;878117;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2004;0;0;0;0;0;0;
29;884689;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2044;0;0;0;0;0;0;
30;725801;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2043;0;0;0;0;0;0;
31;1186445;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;2124;0;0;0;0;0;0;
32;849273;496459776;9670656;430821376;0;0;0;0;0;0;0;0;0;0;0;1934;0;0;0;0;0;0;
